provider,title,year,doi,source,landing_page_url,pdf_url,authors,coordinate_mentions,abstract_excerpt
crossref,Variabilidad fenotípica de Nodilittorina en la Reserva de Paracas,2002,10.15381/rpb.v9i1.2521,Revista Peruana de Biología,https://doi.org/10.15381/rpb.v9i1.2521,,Leonardo Romero; Mutsunori Tokeshi,0,"El presente trabajo muestra las observaciones realizadas en setiembre de 1999, en las proporciones fenotípicas de Nodilittorina peruviana y Nodilittorina araucana, en 7 orillas rocosas de la parte norte de la Reserva Nacional de Paracas. Los individuos fueron evaluados en relación a los caracteres de su conchilla, como son la pigmentación blanca zigzag en N. peruviana y la escultura espiral en N. peruviana y N. araucana. Se observo que existen diferencias significativas entre las orillas rocosas respecto a las proporciones mencionados. Estas diferencias podrían ser relacionadas con la heterogeneidad geológica y geográfica del área de estudio."
crossref,"A Geomorphometric Approach to Estimate the Deterioration of Earthen Archaeological Sites by Rainfall and Diffusion Processes: The Huaca Chornancap (Eighth–14th Century
                    <scp>ad</scp>
                    ), Lambayeque, Peru",2026,10.1002/arp.70041,Archaeological Prospection,https://doi.org/10.1002/arp.70041,,Luigi Magnini; Maria Ilaria Pannaccione Apa; Robert Gutiérrez Cachay; Marco Fernández Manayalle; Carlos Eduardo Wester La Torre; Guido Ventura,0,"ABSTRACT Rain‐induced erosion processes can severely damage Earthen archaeological sites. Huaca Chornancap (HCH; eighth–14th century ad ) is a platform located in the Lambayeque region (Peru) exposed to seasonal rain due to El Niño Southern Oscillation (ENSO). We present data from a UAV‐based photogrammetric survey and produce a Digital Surface Model from which we compute selected morphometric parameters. Rills and gullyes affect the HCH steep flanks, whereas pits concentrates on the flat top. Slides induced by rain also affect the western flank. Results from a model evidence the HCH sectors where diffusive erosion processes are predicted to act over the next century. We determine a vertical erosion rates of 0.33 m/century by ENSO‐related rain, 0.13 m/century by splash erosion and < 0.25 m/century by diffusion processes. Our findings emphasize the deteroriation of the HCH structural integrity. The methodological approach we propose may be applied to other earthen archaeological site..."
crossref,Archaeological Sites and Informal Education: Appreciating the Archaeological Process,2008,10.1179/175355208x404349,Conservation and Management of Archaeological Sites,https://doi.org/10.1179/175355208x404349,,Sarah Dhanjal,0,
crossref,"Desert labyrinth: lines, landscape and meaning at Nazca, Peru",2012,10.1017/s0003598x00048298,Antiquity,https://doi.org/10.1017/s0003598x00048298,,Clive Ruggles; Nicholas J. Saunders,0,"The shapes drawn out by the famous Nazca lines in the Peruvian desert are at their most evident from the air—giving rise to some famously fantastic theories about their origin. The new understanding offered here is the result of a piece of straightforward brilliance on the part of our authors: get down on the ground, where the original users were, and see where your feet lead you. Using stratigraphic and taphonomic reasoning to decide which lines were contemporary, they discover an itinerary so complex they can justify calling it a labyrinth, and see it as serving ceremonial progressions."
crossref,Intensive Predictive Mapping of Surface Topography at Archaeological Sites in Peru,2013,10.1002/j.sda2.20130303.0004,Student Anthropologist,https://doi.org/10.1002/j.sda2.20130303.0004,,Piscitelli Matthew; Haas Jonathan; Creamer Winifred,0,"Abstract Limited resources often hamper archaeologists’ ability to accurately identify promising areas to excavate at large‐scale sites. High‐resolution maps can serve as predictive tools for locating subsurface architecture based on patterns in surface topography. This paper presents recent intensive mapping conducted at three Late Archaic (3,000‐1,800 B. C. E.) archaeological sites in the Fortaleza Valley of Peru. Total station data were used to generate 3D surface maps in ArcGIS to delineate elevation changes in fine‐grained detail. Distinctive features on the surface and microtopography reveal small‐scale patterns that can inform our choices for targeted excavations. This procedure will provide a methodological tool for finding subsurface architecture at large‐scale sites elsewhere."
crossref,Early Domesticated Cottons from Archaeological Sites in Central Coastal Peru,1974,10.2307/279225,American Antiquity,https://doi.org/10.2307/279225,,S. G. Stephens; M. Edward Moseley,0,"Abstract Seeds, fiber samples, and boll parts recovered from 4 pre-ceramic sites in the Ancon-Chillon area of Peru were compared with those of living forms, both wild and cultivated, collected from the coastal areas of Ecuador and Peru. All the living forms belong to the species, Gossypium barbadense L., and it was concluded that the archaeological cotton belonged to this same species. Chocolate and reddish-brown colored fibers recovered from 4 sites (Tank, Punta Grande, Pampa, and Camino) and encompassing a time sequence from approximately 2500 B.C. to approximately 1750 B.C. resembled closely those still to be found in present-day cultivars in coastal Peru and Ecuador. On the other hand, certain characteristics exhibited by the archaeological material (small beaked bolls, fuzzy seeds, narrow fiber diameter) resemble more closely those of present-day wild forms. Seed size and fiber diameter show progressive increases from the older to the more recent levels. The finding of (1) choc..."
crossref,"Points, patterns, and predictions in archaeological settlement data: site-environment relationships of Paracas and Nasca communities in the Peruvian Andes",2025,10.1016/j.jas.2025.106385,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2025.106385,,Giacomo Bilotti; Markus Reindel; Johny Isla; Christian Mader,0,
crossref,Modelling the stratification and circulation in a shallow embayment off Peru:&amp;#160;the case of Paracas bay,2022,10.5194/egusphere-egu22-12000,,https://doi.org/10.5194/egusphere-egu22-12000,,Cinthia Arellano; Vincent Echevin; Francois Colas; Adolfo Chamorro; Lander Merma,0,"&lt;p&gt;Understanding the circulation in the narrow (5-10 km) and shallow (15 m depth) Paracas bay in the Peruvian Upwelling System and the mechanisms that set up stratification are key steps for the forecast of extreme events affecting the highly exploited coastal ecosystem of the bay. Using a CROCO offline dynamical downscaling from 10 km to 500 m resolution in the bay, sensitivity experiments were carried out to investigate the impact of local forcing (diurnal wind variability, solar heat flux, river discharge, tides) and of parameterizations of the solar radiation absorption. According to observations, the bay stratification is strongest in summer, with a temperature vertical difference of &amp;#8764; 4-5 &amp;#176;C. Results show that stratification increases slightly (&lt;0.5 &amp;#176;C) when diurnal wind variability was introduced. Parameterization of shortwave absorption using chlorophyll-dependent water type affects mainly the bottom temperature in the bay. Furthermore, t..."
crossref,Archives as Archaeological Sites,2016,10.7551/mitpress/9780262035293.003.0002,Archive Everything,https://doi.org/10.7551/mitpress/9780262035293.003.0002,,Gabriella Giannachi,0,"This Chapter shows how archaeology offers a set of translating and mediating practices that help us to build an understanding of the apparatus of the archive as an amalgam of materials that may have been produced at different points in time. To unearth the archive as a site, the chapter introduces an archaeological toolkit including elements such as survey; excavation; media archaeology and remediation. The chapter also shows how the archive operates as strata. In particular, the chapter focuses on the capacity of the archive to facilitate the production and transmission of our presence, our present, and our identity. By analyzing Lynn Hershman Leeson’s !R.A.W. project archaeologically, the chapter shows the inter-relatedness of materials and the media used to frame them, unpacking how archives ought to be read contextually as inter-archives."
crossref,Prorocentrum lima complex associated with macrophytes at two eastern boundary upwelling sites: Estero de Urías Lagoon (Mexico) and Paracas Bay (Peru),2026,10.22201/ib.20078706e.2026.97.5586,Revista Mexicana de Biodiversidad,https://doi.org/10.22201/ib.20078706e.2026.97.5586,,Tomasa Cuellar-Martinez; Ana Carolina Ruiz-Fernández; Joan Albert Sanchez-Cabeza; Arturo Aguirre-Velarde; Haydeé Felícita López-Cabanillas; Jorge Tam; Sonia Sánchez; François Colas,0,"Benthic or epibenthic dinoflagellates (EDs) are a potential risk to the environment and human health due to the production of toxins by some species. This study explored for the first time the presence of EDs mainly associated with macrophytes (macroalgae and seagrass) at 2 sites influenced by upwellings: Estero de Urías Lagoon (EUL), at the entrance of the Gulf of California, and Paracas Bay (PB), on the southern Peruvian coast. Prorocentrum lima complex was present at low abundances: ≤ 25 cells g-1 wet weight in EUL and ≤ 867 cells g-1 wet weight in PB. It was recorded in a wide range of temperatures from 22.2 to 31.6 °C in EUL and from 18.0 to 22.2 °C in PB. Despite its low abundance, monitoring the EDs community is essential to detect changes in the distribution patterns of harmful species in the context of climate change."
crossref,"Clay mineralogy of the Peru continental margin and adjacent Nazca plate: Implications for provenance, sea level changes, and continental accretion",1981,10.1130/mem154-p545,Geological Society of America Memoirs,https://doi.org/10.1130/mem154-p545,,Victor J. Rosato; L. D. Kulm,0,
crossref,The PIARA Peru Project at Hualcayán,2025,10.4324/9781003491071-17,"Cultural Heritage, Community Engagement and Sustainable Tourism",https://doi.org/10.4324/9781003491071-17,,Rebecca Bria; Erick Casanova Vásquez,0,
crossref,"Archaeological Investigation of Late Archaic Sites (3000–1800 B.C.) in the Pativilca Valley, Peru",2007,10.3158/0071-4739(2007)189[1:aiolas]2.0.co;2,Fieldiana Anthropology,https://doi.org/10.3158/0071-4739(2007)189[1:aiolas]2.0.co;2,,Winifred Creamer; Alvaro Ruiz; Jonathan Haas,0,
crossref,The unification of archaeological sites of Athens: The birth of an archaeological park?,2000,10.1179/135050300793138291,Conservation and Management of Archaeological Sites,https://doi.org/10.1179/135050300793138291,,Loucia Papageorgiou,0,
crossref,Correction: Unstructured satellite survey detects up to 20% of archaeological sites in coastal valleys of southern Peru,2025,10.1371/journal.pone.0328409,PLOS One,https://doi.org/10.1371/journal.pone.0328409,,Thomas J. Snyder; Randall Haas,0,
crossref,The Conservation of Large Embroidered Paracas Mantles from Peru,1968,10.1111/j.2151-6952.1968.tb01621.x,Curator: The Museum Journal,https://doi.org/10.1111/j.2151-6952.1968.tb01621.x,,Junius B. Bird,0,
crossref,Introduction: Managing Archaeological Sites in Greece,2013,10.1179/1350503313z.00000000043,Conservation and Management of Archaeological Sites,https://doi.org/10.1179/1350503313z.00000000043,,Georgios Alexopoulos; Kalliopi Fouseki,0,
crossref,The Protection of Archaeological Sites in Taiwan,2011,10.1179/175355211x13097877338978,Conservation and Management of Archaeological Sites,https://doi.org/10.1179/175355211x13097877338978,,Kwang-Tzuu Chen,0,
crossref,Origin and Pathways of Source Water Masses in an Upwelling Bay: The Case of Paracas Bay Off Southern Peru,2025,10.2139/ssrn.5133688,,https://doi.org/10.2139/ssrn.5133688,,Cinthia Arellano; Vincent Echevin; Jorge Tam; Dimitri Gutierrez; François Colas,0,
