provider,title,year,doi,source,landing_page_url,lat,lon,format,match_text
openalex,GPR identification of an early monument at los Morteros in the Peruvian coastal desert,2010,10.1016/j.yqres.2010.03.002,Quaternary Research,https://doi.org/10.1016/j.yqres.2010.03.002,-8.665,-78.7,dms,"8°39'54""S, 78°42 '00""W"
