site_name,study_count_for_site,latitude,longitude,coordinate_status,coordinate_source_name,coordinate_source_url,study_title,study_year,study_doi,study_source,study_landing_page_url,study_pdf_url,study_authors,abstract_excerpt
Jauranga,1,,,missing,,,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Kilometer 4,1,,,missing,,,"Differences in <sup>14</sup>C Age Between Stratigraphically Associated Charcoal and Marine Shell from the Archaic Period Site of Kilometer 4, Southern Peru: Old Wood or Old Water?",2002,10.1017/s0033822200064663,Radiocarbon,https://doi.org/10.1017/s0033822200064663,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0331EDDD7002D686BBDDEA7372F5CAC4/S0033822200064663a.pdf/div-class-title-differences-in-span-class-sup-14-span-c-age-between-stratigraphically-associated-charcoal-and-marine-shell-from-the-archaic-period-site-of-kilometer-4-southern-peru-old-wood-or-old-water-div.pdf,Douglas J. Kennett; B. Lynn Ingram; John Southon; Karen Wise,"Consistently large differences occur in the calibrated 14 C ages of stratigraphically associated shell and charcoal samples from Kilometer 4, an Archaic Period archaeological site located on the extreme south coast of Peru. A series of nine shell and charcoal samples were collected from a Late Archaic Period (~6000–4000 BP) sector of the site. After calibration, the intercepts of the charcoal dates were ~100–750 years older than the paired shell samples. Due to the hyper-arid conditions in this region that promote long-term preservation of organic material, we argue that the older charcoal dates are best explained by people using old wood for fuel during the Middle Holocene. Given this “old wood” problem, marine shell may actually be preferable to wood charcoal for dating archaeological sites in coastal desert environments as in southern Peru and Northern Chile."
Kuelap,1,,,missing,,,"Lasers Without Lost Cities: Using Drone Lidar to Capture Architectural Complexity at Kuelap, Amazonas, Peru",2020,10.1080/00934690.2020.1713287,Journal of Field Archaeology,https://doi.org/10.1080/00934690.2020.1713287,https://www.tandfonline.com/doi/pdf/10.1080/00934690.2020.1713287?needAccess=true,Parker VanValkenburgh; K. C. Cushman; Luis Jaime Castillo Butters; Carol Rojas Vega; Carson Roberts; Charles Kepler; James R. Kellner,"We report the results of drone lidar survey at a high-elevation archaeological site in the Chachapoyas region of Peruvian Amazonia. Unlike traditional airborne remote sensing, drone lidar produces very high-density measurements at a wide range of scan angles by operating at low altitudes and slow flight speeds. These measurements can resolve near vertical surfaces and novel dimensions of variability in architectural datasets. We show in a case study at Kuelap that the number of detected structures almost exactly matches the number reported from previous ground level surveys, and we use these data to quantify the relative circularity and size frequency distribution of architectural structures. We demonstrate variability in domestic architecture that was obscured in previous models produced using low-resolution remote sensing. Spatial analysis of these attributes produces new hypotheses about the site's construction history and social organization."
La Muña,1,,,missing,,,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Los Molinos,2,,,missing,,,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Los Molinos,2,,,missing,,,"RADIOCARBON DATING OF THE NASCA SETTLEMENTS LOS MOLINOS AND LA MU—A IN PALPA, PERU",2002,,Geochronometria,http://www.geochronometria.pl/pdf/geo_21/geo21_18.pdf,,Jochen Görsdorf; Markus Reindel,"The Palpa Archaeological Project PAP investigates the relationship between the famous Nasca lines and ancient settlements in the Palpa region, in the desert of the south coast of Peru. Chronology will be fixed in absolute terms by radiocarbon dating of sites of Los Molinos and La Muaea. As a first approximation we get for the Nasca 3 culture 60-280 cal AD and for Nasca 4/5 and 5 culture 320-430 cal AD. That means the transition from Early to Middle Nasca is in the range between 280-320 cal AD."
Machu Picchu,2,,,missing,,,Solutions and limitations of the geomatic survey of an archaeological site in hard to access areas with a latest generation smartphone: the example of the Intihuatana stone in Machu Picchu (Peru),2022,10.21014/acta_imeko.v11i1.1117,ACTA IMEKO,https://doi.org/10.21014/acta_imeko.v11i1.1117,https://acta.imeko.org/index.php/acta-imeko/article/download/IMEKO-ACTA-11%20%282022%29-01-20/pdf,Valerio Baiocchi; Silvio Del Pizzo; Felicia Monti; Giovanni Pugliano; Matteo Onori; Umberto Robustelli; Salvatore Troisi; Felicia Vatore; Francisco James León Trujillo,"&lt;p class=""Abstract""&gt;&lt;span lang=""EN-US""&gt;Archaeological remains need to be geometrically surveyed and set in absolute reference systems in order to allow a ""virtual visit"" and to create ""digital twins"" useful in case of deterioration for proper restoration. Some countries (e.g., Peru) have a vast archaeological heritage whose survey requires optimized procedures that allow high productivity while maintaining high standards of geometric accuracy. A large part of Peru's cultural heritage is located in remote areas, at high altitudes and not easily accessible. For this reason, it is of great interest to study the possible applications of easily transportable instruments. In this study it was verified how the capabilities of the latest smartphones in terms of absolute differential positioning and photogrammetric acquisition can allow the acquisition of a geometrically correct and georeferenced three-dimensional model. The experimentation concerned a new survey of the Intihuata..."
Machu Picchu,2,,,missing,,,"The Application of Ground Penetrating Radar (GPR) at Machu Picchu, Peru (C101-1)",2005,10.1007/3-540-28680-2_5,,https://doi.org/10.1007/3-540-28680-2_5,,Romulo Mucho Mamani; Víctor Carlotto Caillaux; Walter Pari Pinto; Martin Jhonathan Oviedo; M Douma; Mel Best; Peter Bobrowsky,
Moquegua,3,,,missing,,,"The Spanish colonial wineries of Moquegua, Peru",1989,10.1007/bf03374107,Historical Archaeology,https://doi.org/10.1007/bf03374107,,Prudence M. Rice; Greg Charles Smith,
Moquegua,3,,,missing,,,Tiwanaku en Moquegua: las colonias altiplánicas,2001,10.18800/boletindearqueologiapucp.200101.006,Boletín de Arqueología PUCP,https://doi.org/10.18800/boletindearqueologiapucp.200101.006,https://revistas.pucp.edu.pe/index.php/boletindearqueologia/article/download/2415/2367,Paul Goldstein; B. D. OWEN,"Las investigaciones en Moquegua han demostrado la presencia de dos diferentes oleadas de colonización tiwanaku provenientes del altiplano durante el Horizonte Media. Ambas colonias tiwanaku siguieron y, por último, reemplazaron a la tradición Huaracane, una sustancial ocupación indígena del Periodo Formativo en el valle medio de Moquegua. Las ubicaciones de los sitios, patrones de asentamiento, tradiciones funerarias y domésticas, y biología ósea tiwanaku difieren significativamente de aquellos huaracane, indicando orígenes y etnicidad distintos. Dentro de las colonias tiwanaku en Moquegua se distinguían los asentamientos de dos grupos distintos sobre la base de la cerámica de los estilos Omo y Chen Chen. Los colonos tiwanaku del estilo Omo llegaron primero, pero diversas aldeas, usando cada estilo, coexistieron a través del valle por siglos. Esto parece representar a colonias provenientes de diversas etnias o parcialidades dentro de la cultura Tiwanaku. Los colonos tiwanaku mantuvi..."
Moquegua,3,,,missing,,,Unstructured satellite survey detects up to 20% of archaeological sites in coastal valleys of southern Peru,2024,10.1371/journal.pone.0292272,PLoS ONE,https://doi.org/10.1371/journal.pone.0292272,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0292272&type=printable,Thomas J. Snyder; Randall Haas,"Satellite survey is widely used for archaeological site discovery, but the efficacy of the method has received little systematic investigation. In this analysis, twelve study participants of different experience levels performed an unstructured remote survey of 197 km2 in the Sama and Moquegua valleys of south central Peru where previous pedestrian surveys recorded 546 archaeological sites. Results indicate an average site discovery rate of 9.3% (0-18%, 95% range). The most experienced participants detect up to 20% (17-22%) of known archaeological sites. These detection rates can be used to derive reliable site frequency estimates on the Andean coast, which can be used in planning and budgeting for field efforts and estimating demographic patterns at large spatial scales that are difficult to achieve through pedestrian survey. More generally, this analysis offers a method for deriving correction terms specific to other parts of the world. Additionally, the results can serve as a bas..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"A 2,300-year-old architectural and astronomical complex in the Chincha Valley, Peru",2014,10.1073/pnas.1406501111,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.1406501111,https://www.pnas.org/content/pnas/111/20/7218.full.pdf,Charles Stanish; Henry Tantaleán; Benjamin T. Nigra; Laura Griffin,"Recent archaeological research on the south coast of Peru discovered a Late Paracas (ca. 400-100 BCE) mound and geoglyph complex in the middle Chincha Valley. This complex consists of linear geoglyphs, circular rock features, ceremonial mounds, and settlements spread over a 40-km(2) area. A striking feature of this culturally modified landscape is that the geoglyph lines converge on mounds and habitation sites to form discrete clusters. Likewise, these clusters contain a number of paired line segments and at least two U-shaped structures that marked the setting sun of the June solstice in antiquity. Excavations in three mounds confirm that they were built in Late Paracas times. The Chincha complex therefore predates the better-known Nasca lines to the south by several centuries and provides insight into the development and use of geoglyphs and platform mounds in Paracas society. The data presented here indicate that Paracas peoples engineered a carefully structured, ritualized lands..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,A 3D-model of the Nasca lines at Palpa (Peru),2003,10.3929/ethz-a-004599129,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/147649,http://hdl.handle.net/20.500.11850/147649,Martin Sauerbier; Karsten Lambers,"The Nasca Lines or geoglyphs in the desert of south Peru are among the most famous cultural heritage sites in the world.Unfortunately, their investigation and interpretation has been hampered for a long time by the lack of an accurate documentation.Based on aerial imagery that was especially acquired for this purpose, we produced a virtual 3D model of the northern part of the Nasca region, around the modern town of Palpa.The slopes and ridges of this area are covered by more than 1'500 geoglyphs that are shown in the model.This 3D model of Palpa, presented at the workshop for the first time in its complete form, is the result of 5 years of archaeological and photogrammetric fieldwork at Palpa jointly conducted by geodetic engineers of ETH Zurich and archaeologists from Germany and Peru.The model consists of a DTM, photorealistic texture based on an orthomosaic, and a vector layer showing the geoglyphs.These high-resolution datasets are needed to ensure accurate results of the intend..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,A Chronology of the Pre-Columbian Paracas and Nasca Cultures in South Peru Based on AMS <sup>14</sup>C Dating,2007,10.1017/s0033822200042466,Radiocarbon,https://doi.org/10.1017/s0033822200042466,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B201208B6ACF92EE733DD7976D5FACD2/S0033822200042466a.pdf/div-class-title-a-chronology-of-the-pre-columbian-paracas-and-nasca-cultures-in-south-peru-based-on-ams-span-class-sup-14-span-c-dating-div.pdf,Ingmar Unkel; Bernd Kromer; Markus Reindel; Lukas Wacker; Günther A. Wagner,"The people of the Paracas and Nasca cultures, the creators of the famous geoglyphs, lived in the desert of the southern coast of Peru between about 800 BC and AD 650. The archaeological chronology of these cultures has been based almost exclusively on a sequence of ceramic styles. The absolute dating of some of the style phases was supported by a few radiocarbon dates (Rowe 1967). Here, we present an absolute chronology of the Paracas and Nasca cultures based on 14 C dating of more than 100 organic samples from settlement and tomb relics, as well as on material derived from geoglyph sites in the Nasca/Palpa region (south Peru). The main focus has been on Nasca period settlement centers near Palpa, Los Molinos and La Muña, the Paracas period site of Jauranga, and the Initial period site of Pernil Alto. Most of the 14 C samples were dated at the accelerator mass spectrometry (AMS) facility of the ETH Zurich (Switzerland). The targets were produced in the newly built graphitization lin..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,A data model for a GIS-based analysis of the Nasca lines at Palpa (Peru),2003,10.3929/ethz-a-004599145,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/147650,http://hdl.handle.net/20.500.11850/147650,Karsten Lambers; Martin Sauerbier,"The famous Nasca lines and geoglyphs in the desert on the south coast of Peru are a constitutive part of the Nasca cultural landscape of the Early Intermediate Period (approx. 200 BC – AD 600). Vast desert zones, largely uninhabited and unused in other epochs, were marked and altered on a large scale according to the cultural concepts, needs and beliefs of the Nasca people. A study of the geoglyphs thus is expected to provide important insights into Nasca culture. Such an investigation requires a regional approach considering the geoglyphs and the landscape they are found in. Since 1997, in close cooperation between geodesists and archaeologists from Switzerland, Germany and Peru, a working scheme was devised and realized that allows for the first time the photogrammetric recording, 3D modeling, and GIS-based archaeological analysis of the geoglyphs of Palpa, in the northern part of the Nasca region, where more than 1 500 geoglyphs cover the ridges and plateaus of the desert. The ch..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,AI-accelerated Nazca survey nearly doubles the number of known figurative geoglyphs and sheds light on their purpose,2024,10.1073/pnas.2407652121,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2407652121,,Masato Sakai; Akihisa Sakurai; Siyuan Lu; J. Francisco Sibón Olano; Conrad M Albrecht; Hendrik F. Hamann; Marcus Freitag,"It took nearly a century to discover a total of 430 figurative Nazca geoglyphs, which offer significant insights into the ancient cultures at the Nazca Pampa. Here, we report the deployment of an AI system to the entire Nazca region, a UNESCO World Heritage site, leading to the discovery of 303 new figurative geoglyphs within only 6 mo of field survey, nearly doubling the number of known figurative geoglyphs. Even with limited training examples, the developed AI approach is demonstrated to be effective in detecting the smaller relief-type geoglyphs, which unlike the giant line-type geoglyphs are very difficult to discern. The improved account of figurative geoglyphs enables us to analyze their motifs and distribution across the Nazca Pampa. We find that relief-type geoglyphs depict mainly human motifs or motifs of things modified by humans, such as domesticated animals and decapitated heads (81.6%). They are typically located within viewing distance (on average 43 m) of ancient trai..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,An osteological study of Nasca trophy heads collected by A.L. Kroeber during the Marshall Field Expeditions to Peru,2011,10.5962/bhl.title.5292,Bulletin of Miscellaneous Information (Royal Gardens Kew),http://archive.org/details/osteologicalstud33will,,Sloan R. Williams; Kathleen Forgey; Elizabeth Klarich,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Ancient Astronomy,2005,10.5040/9798400612749,ABC-CLIO eBooks,https://doi.org/10.5040/9798400612749,,Clive Ruggles,"<JATS1:p>An authoritative introduction to the fascinating topic of archaeoastronomy—ancient peoples' understanding and use of the skies.</JATS1:p> <JATS1:p>Ancient Astronomy: An Encyclopedia of Cosmologies and Mythdraws on archaeological evidence and oral traditions to reveal how prehistoric humans perceived the skies and celestial phenomena. With over 200 entries, it offers a number of ways to approach ancient astronomy, from key examples and case studies worldwide (Stonehenge; Mexican and Egyptian pyramids; Chaco Canyon, New Mexico; the Nazca lines in Peru) to general themes (cosmologies, calendars, ancient ideas of space and time, origin myths), to fundamental concepts and methods (how the sky has changed over the centuries, how to survey a site), and to the field's most frequently asked questions (How did ancient peoples navigate the ocean using the stars? How does astrology relate to ancient astronomy? Can ancient sites be dated astronomically?)</JATS1:p> <JATS1:p>By revealing ..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Archaeological explorations in Peru. Part III, Textiles of the early Nazca period",1937,10.5962/bhl.title.3352,"Anthropology, memoirs. Field Museum of Natural History",https://doi.org/10.5962/bhl.title.3352,,Lila M. O'Neale; Paul S. Martin,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"ARCHEOLOGY. <i>Paracas, Nazca, and Tiahuanacoid Cultural Relationships in South Coastal Peru.</i> William Duncan Strong.",1960,10.1525/aa.1960.62.2.02a00210,American Anthropologist,https://doi.org/10.1525/aa.1960.62.2.02a00210,,Eugene A. Hammel,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Bodies of evidence : human decapitation during the early intermediate period in the Acari Valley, south coast, Peru",2011,10.14288/1.0058405,Open Collections,https://doi.org/10.14288/1.0058405,,Craig Preston Smith,"The Nasca, who occupied parts of the Peruvian south coast during the Early Intermediate Period (EIP; ca. A.D. 1-750), are famous for their immense ground drawings, elaborate textiles, and attractive polychrome pottery. They are also well-known for their practice of collecting and modifying human heads. Caches of these well-preserved, and often mummified, ""trophy"" heads have been found by archaeologists working in the valleys of the Rio Grande de Nazca drainage, once the heartland of Nasca society. Based on the contexts in which they are found, as well as their depiction in the iconography of the Nasca and earlier Paracas culture (ca. 800 B.C. - A.D. 1), the heads have come to be seen as important ideological symbols, which were likely incorporated in rituals centered on themes of water, fertility, and regeneration. While the interpretation of the ritual purpose of Nasca ""trophy"" heads is widely accepted, the nature and context in which the heads were obtained is the subject of much ..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Bodies of evidence : human decapitation during the early intermediate period in the Acari Valley, south coast, Peru",2011,10.14288/1.0058405,Open Collections,https://doi.org/10.14288/1.0058405,,Craig Preston Smith,"The Nasca, who occupied parts of the Peruvian south coast during the Early Intermediate Period (EIP; ca. A.D. 1-750), are famous for their immense ground drawings, elaborate textiles, and attractive polychrome pottery. They are also well-known for their practice of collecting and modifying human heads. Caches of these well-preserved, and often mummified, ""trophy"" heads have been found by archaeologists working in the valleys of the Rio Grande de Nazca drainage, once the heartland of Nasca society. Based on the contexts in which they are found, as well as their depiction in the iconography of the Nasca and earlier Paracas culture (ca. 800 B.C. - A.D. 1), the heads have come to be seen as important ideological symbols, which were likely incorporated in rituals centered on themes of water, fertility, and regeneration. While the interpretation of the ritual purpose of Nasca ""trophy"" heads is widely accepted, the nature and context in which the heads were obtained is the subject of much ..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Cahuachi: Non-Urban Cultural Complexity on the South Coast of Peru,1988,10.1179/jfa.1988.15.4.403,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1988.15.4.403,,Helaine Silverman,"AbstractAbstractThe association of urbanism and complex society is common in archaeological literature, but the definition of urbanism and the identification of urban settlements in the field have been plagued by inconsistencies. Nowhere is this clearer than in the continuing canon that there was an urban tradition on the south coast of Peru that reached its height in the late Early Horizon (ca. 400–1 B.C.) and Early Intermediate Period (ca. A.C. 1–600) and then disappeared with the fall of the highland Wari Empire during the Middle Horizon (ca. A.C. 600–1000). One of the key sites in the promulgation of such an interpretation has been the great early Nazca center of Cahuachi, in the Nazca Valley, but recent excavations at Cahuachi dispute the site's widely contended urban nature. This research also forms the basis for a necessary reanalysis and reconstruction of south coast settlement pattern and its associated sociopolitical milieu. This paper presents the strategy and results of ..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Comparison of DSMs generated from mini UAV imagery and terrestrial laser scanner in a cultural heritage application,2006,10.3929/ethz-b-000158047,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/158047,http://hdl.handle.net/20.500.11850/158047,Henri Eisenbeiss; Li Zhang,"In this paper we present two different methods, which were applied for the DSM generation of the cultural heritage site Pinchango Alto. The area of interest is a LIP (Late Intermediate Period; 1400 AD) settlement, situated 400 km in the south of the capital of Peru (Lima) close by the famous Geoglyphs of Nasca. The site was recorded using a terrestrial laser scanner (Riegl LMS-Z420i) and a mini UAV-system (Unmanned Aerial Vehicle) under the framework of a research program called NTG (“New methods and technologies in the humanities”). During the field work, using both methods, the complete settlement was documented in a short time. The post-processing of the data was done by use of in-house developed software packages. The image data (UAV) were oriented and a DSM (10 cm resolution) was generated automatically using a multi-image matching approach. For the registration of the single laser scans a surface matcher rather than the special targets was used. As a product of the laser data ..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Context Matters: GIS-Based Spatial Analysis of the Nasca Geoglyphs of Palpa,2009,10.1007/978-3-540-87438-6_19,Natural science in archaeology,https://doi.org/10.1007/978-3-540-87438-6_19,,Karsten Lambers; Martin Sauerbier,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Dating the geometric Nasca lines in the Peruvian desert,2005,10.1017/s0003598x00114176,Antiquity,https://doi.org/10.1017/s0003598x00114176,,W.J. Rink; J. Bartoll,"The Nasca lines are geoglyphs – arrays of stones forming geometric shapes constructed by ancient humans, the largest ones occupying areas of more than 1km 2 . The authors used optically stimulated luminescence dating of quartz buried when the stone lines were constructed to give new dates for contexts associated with geoglyphs on high mesetas near Palpa. They conclude that the stone lines at sites at San Ignacio and Sacramento were constructed between AD 400 and 650. This suggests that they were made in the later part of the Early Intermediate Period by people of the Nasca culture."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Desert labyrinth: lines, landscape and meaning at Nazca, Peru",2012,10.1017/s0003598x00048298,Antiquity,https://doi.org/10.1017/s0003598x00048298,,Clive Ruggles; Nicholas J. Saunders,"The shapes drawn out by the famous Nazca lines in the Peruvian desert are at their most evident from the air—giving rise to some famously fantastic theories about their origin. The new understanding offered here is the result of a piece of straightforward brilliance on the part of our authors: get down on the ground, where the original users were, and see where your feet lead you. Using stratigraphic and taphonomic reasoning to decide which lines were contemporary, they discover an itinerary so complex they can justify calling it a labyrinth, and see it as serving ceremonial progressions."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Early imperialism in the Andes: Wari colonisation of Nasca,2021,10.15184/aqy.2021.118,Antiquity,https://doi.org/10.15184/aqy.2021.118,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/26211E836214FF4A39194FAF8EEAC360/S0003598X21001186a.pdf/div-class-title-early-imperialism-in-the-andes-wari-colonisation-of-nasca-div.pdf,Christina A. Conlee; Corina M. Kellner; Chester P. Walker; Aldo Noriega,"The highland Wari (AD 600–1000) were an influential and expansive Andean civilisation, yet the nature and organisation of Wari power is debated. For example, it is suggested that coastal Nasca was governed by Wari, but doubts remain about its role in the region. Recent excavations at Huaca del Loro in Nasca have uncovered rectilinear compounds, a D-shaped temple, a large cemetery and a domestic area. The authors suggest that this evidence reflects Wari colonisation, undertaken during a period of primary expansion, on a site with long-established ties between Wari and Nasca. The use of multiple colonising strategies and local responses may reflect imperial situations in other world civilisations."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Economic Directness in the Western Andes: A New Model of Socioeconomic Organization for the Paracas Culture in the First Millennium BC,2022,10.1017/laq.2022.40,Latin American Antiquity,https://doi.org/10.1017/laq.2022.40,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9A56FF1DF1772BD98945E140C8BB30E2/S1045663522000402a.pdf/div-class-title-economic-directness-in-the-western-andes-a-new-model-of-socioeconomic-organization-for-the-paracas-culture-in-the-first-millennium-bc-div.pdf,Christian Mader; Markus Reindel; Johny Isla,"Economic directness is a new model of socioeconomic organization for the Paracas culture (800–200 BC) in southern Peru, with wider implications for economic theory of the prehispanic Andean past. Using an archaeoeconomic approach to analyze settlement patterns, obsidian artifacts, malacological material, and camelid skeletal remains, this study reconstructs the Paracas economy by using primary archaeological data from the northern Nasca Drainage. Its results force reconsideration of existing socioeconomic models for the ancient Andes such as verticality, circuit mobility, llama caravan mobility, transhumance, and market concepts. Whereas components typical of these models are often absent in the case of the Paracas economy, our new proposal of economic directness integrates their relevant aspects. Economic directness is defined essentially by direct access to important resources from diverse ecological tiers, direct and down-the-line exchanges, reduced transaction costs, llama carav..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"El estilo cerámico Carmen y su presencia en el valle medio de Chincha, costa sur del Perú",2015,10.4000/bifea.7555,Bulletin de l’Institut français d’études andines,https://doi.org/10.4000/bifea.7555,http://journals.openedition.org/bifea/pdf/7555,Kelita Pérez; Abel Fernández; Henry Tantaleán; Charles Stanish,"En este artículo se describe y discute la cerámica asociada a lo que se conoce en la literatura arqueológica como la «Fase o Estilo Carmen» (circa 200-400 d. C.) recuperada en nuestras recientes investigaciones en los sitios de Cerro del Gentil y Pampa del Gentil, ubicados en el valle medio de Chincha, en la costa sur del Perú. La presentación hecha aquí del análisis de la cerámica recolectada y su contexto de recuperación nos acercan a la comprensión de la ocupación humana que habrían tenido estos sitios que, por lo general, se han relacionado con la sociedad Nasca."
