site_name,study_count_for_site,latitude,longitude,coordinate_status,coordinate_source_name,coordinate_source_url,study_title,study_year,study_doi,study_source,study_landing_page_url,study_pdf_url,study_authors,abstract_excerpt
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Fluvial Dynamics and Cultural Landscape Evolution in the Rio Grande de Nazca Drainage Basin, Southern Peru",2008,10.30861/9781407302751,,https://doi.org/10.30861/9781407302751,,Ralf Hesse,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,GIS-based management and analysis of the geoglyphs in the Palpa region,2009,10.3929/ethz-a-005940066,Repository for Publications and Research Data (ETH Zurich),http://hdl.handle.net/20.500.11850/20984,http://hdl.handle.net/20.500.11850/20984,Martin Sauerbier,"This dissertation results from the work conducted by the author within the frame of the Nasca-Palpa project at the chair of photogrammetry and remote sensing of ETH Zurich. The work presented here reports on the work conducted at ETH Zurich during the Nasca/Palpa project with the focus on the investigation of the geoglyphs, also known as the lines, in the Palpa area. This thesis covers basically two main parts: Photogrammetric data acquisition, processing and geoglyph reconstruction for the Palpa region and the Pampa de and GIS-based management and analysis of the generated data, primarily for the geoglyphs of Palpa. The motivation behind this work was the need for suitable data management and analysis methods demanded by the involved archaeologists to enable a quantitative study of the spatial characteristics of the geoglyphs and the surrounding landscape in order to better understand the social and cultural meaning of the geoglyphs. Aside from the geoglyphs, a second class of figu..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"GIS-based visibility studies of the Nasca geoglyphs at Palpa, Peru",2006,,KOPS (University of Konstanz),http://nbn-resolving.de/urn:nbn:de:bsz:352-199011,http://nbn-resolving.de/urn:nbn:de:bsz:352-199011,Karsten Lambers; Martin Sauerbier,"The Nasca lines or geoglyphs in southern Peru are known as one of archaeology's greatest mysteries. Since the 1980s, however, new approaches have helped to better understand their function and meaning. The recent photogrammetric recording of 1 500 geoglyphs in the vicinity ofPalpa enabled for the first time a GIS-based analysis. Geoglyph visibility is one of their most discussed traits. While modern observers tend to view the geoglyphs from the air, their creators viewed and perceived them from the ground. The Palpa dataset allowed us to quantify geoglyph visibility and intervisibility by applying viewshed analysis and the Kolmogorov-Smirnov goodness-of-fit test. This investigation has shed new light on the cultural role of the geoglyphs in ancient Nasca society. In this paper we present some recent results ofthe GIS-based analysis of the Palpa geoglyphs, which is still underway. Furthermore, we discuss some general methodological issues of GIS applications in archaeology."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"High Resolution Drone Surveying of the Pista Geoglyph in Palpa, Peru",2018,10.3390/geosciences8120479,Geosciences,https://doi.org/10.3390/geosciences8120479,https://www.mdpi.com/2076-3263/8/12/479/pdf?version=1544694681,Karel Pavelka; Jaroslav Šedina; Eva Matoušková,"Currently, satellite images can be used to document historical or archaeological sites in areas that are distant, dangerous, or expensive to visit, and they can be used instead of basic fieldwork in several cases. Nowadays, they have final resolution on 35–50 cm, which can be limited for searching of fine structures. Results using the analysis of very high resolution (VHR) satellite data and super resolution data from drone on an object nearby Palpa, Peru are discussed in this article. This study is a part of Nasca project focused on using satellite data for documentation and the analysis of the famous geoglyphs in Peru near Palpa and Nasca, and partially on the documentation of other historical objects. The use of drone shows advantages of this technology to achieve high resolution object documentation and analysis, which provide new details. The documented site was the “Pista” geoglyph. Discovering of unknown geoglyphs (a bird, a guinea pig, and other small drawings) was quite sig..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,II. Order in the Nazca Lines,1990,10.70249/9798893981193-005,Lines of Nazca,https://doi.org/10.70249/9798893981193-005,,A. F. Aveni,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,III. The Archaeology of the Nazca Pampa: Environmental and Cultural Parameters,1990,10.70249/9798893981193-006,Lines of Nazca,https://doi.org/10.70249/9798893981193-006,,Persis B. Clarkson,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Integrated remote sensing techniques for the detection of buried archaeological adobe structures: preliminary results in Cahuachi (Peru),2008,10.5194/adgeo-19-75-2008,Advances in geosciences,https://doi.org/10.5194/adgeo-19-75-2008,https://adgeo.copernicus.org/articles/19/75/2008/adgeo-19-75-2008.pdf,Nicola Masini; Enzo Rizzo; Rosa Lasaponara; Giuseppe Orefici,"Abstract. This paper is focused on the jointly use of satellite Quickbird (QB) images and Ground Probing Radar (GPR) for assessing their capability in the detection of archaeological adobe structures (sun-dried earth material). Such detection is particularly complex. due to the low contrast generally existing between the archaeological features and the background. Two significant test areas were investigated in the Ceremonial Centre of Cahuachi (in the Nasca territory, Southern Peru) dating back to 6th century BC to 4th century AD. Our results showed that both satellite and GPR data provided valuable indications for unearthing precious ancient remains. Our preliminary analyses pointed out that the integrated use of non destructive remote sensing techniques has high potentiality for its important scientific implications and for its significant contributions to cultural resource management."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Investigations of the Andean Past: Papers from the First Annual Northeast Conference on Andean Archaeology and Ethnohistory,1983,,DigitalCommons (California Polytechnic State University),https://digitalcommons.library.umaine.edu/andean_past_special/3,https://digitalcommons.library.umaine.edu/andean_past_special/3,Daniel H. Sandweiss; Michael A. Malpass; Thomas C. Patterson; Joan M. Gero; Rebecca R. Stone; Richard E. Daggett; Allison C. Paulsen; Christine C. Brewster-Wray; Lynda E. Spickard; William H. Isbell; Cheryl Daggett; Thomas H. McGreevy; Roxane Shaughnessy; Joel Rabinowtiz; Paul Dillon,"The papers included in this volume represent fourteen of the twenty-three original papers presented at the First Annual Northeast Conference on Andean Archaeology and Ethnohistory held at Cornell University on November 13th and 14th, 1982. The papers are: ""The Preceramic Occupations of the Casma Valley, Peru"" by Michael A. Malpass, ""The Historical Development of a Coastal Andean Social Formation in Central Peru, 6000 to 500 B.C."" by Thomas C. Patterson, ""Stone Tools in Ceramic Contexts: Exploring the Unstructured"" by Joan M. Gero, ""Possible Uses, Roles, and Meanings of Chavin-style Painted Textiles of South Coast Peru"" by Rebecca R. Stone, ""Megalithic Sites in the Nepena Valley, Peru"" by Richard E. Daggett, ""Huaca del Loro Revisited: The Nasca-Huarpa Connection"" by Allison C. Paulsen, ""Spatial Patterning and the Function of a Huari Architectural Compound"" by Christine C. Brewster-Wray, ""The Development of Huari Administrative Architecture"" by Lynda E. Spickard, ""Aspects of State Ide..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,IV. Andean Social Organization and the Maintenance of the Nazca Lines,1990,10.70249/9798893981193-007,Lines of Nazca,https://doi.org/10.70249/9798893981193-007,,Gary Urton,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Los vecinos de Nasca: entierros de la tradición Huarato del valle de Acarí, Perú",2006,10.4000/bifea.4717,Bulletin de l’Institut français d’études andines,https://doi.org/10.4000/bifea.4717,http://journals.openedition.org/bifea/pdf/4717,Lidio M. Valdéz,"En este artículo se presenta uno de los resultados de los recientes trabajos de investigación efectuados en los tres sitios del Periodo Intermedio Temprano del valle de Acarí. Se trata de las formas de enterramiento y del respectivo tratamiento de los muertos practicado por la tradición local de Acarí. El resultado revela que habían por lo menos cuatro formas de enterramientos, una de las cuales parece haber estado reservado para los infantes y las otras formas utilizadas para cualquier individuo, incluyendo incluso a los infantes. Con una sola excepción, las estructuras mortuorias fueron construidas para cada individuo, donde los cuerpos fueron colocados envueltos en tejidos manteniendo una posición sentada, con las rodillas flexionadas hacia el pecho, los brazos cruzados por debajo de las extremidades inferiores, y las manos colocadas cerca de los genitales o de los pies. Muchas de las tumbas tenían un techo, mientras que sólo algunos individuos, sin diferencia de sexo y edad, pos..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Mining Archaeology in the Nasca and Palpa Region, South Coast of Peru",2012,10.1007/978-1-4614-5200-3_14,Interdisciplinary Contributions to Archaeology,https://doi.org/10.1007/978-1-4614-5200-3_14,,Markus Reindel; Thomas R. Stöllner; Benedikt Gräfingholt,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Monkey Saw, Monkey Did: A Stylization Model for Correlating Nasca and Wari Chronology",2005,,DigitalCommons (California Polytechnic State University),https://digitalcommons.library.umaine.edu/andean_past/vol7/iss1/10,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1113&context=andean_past,Patricia J. Knobloch,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Nazca Lines,2021,10.1007/978-3-030-58292-0_140097,Encyclopedic Dictionary of Archaeology,https://doi.org/10.1007/978-3-030-58292-0_140097,,,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Nazca Lines,,10.1007/springerreference_78053,SpringerReference,https://doi.org/10.1007/springerreference_78053,,,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Nazca Pottery,2005,10.1215/9780822387503-004,The Peru Reader,https://doi.org/10.1215/9780822387503-004,,Javier Sologuren,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"O tecido como suporte para o registro autônomo dos povos originários da América Latina: Paracas, Nazca, Mapuche e os processos de Transculturação",,10.11606/d.84.2023.tde-22122023-171928,,https://doi.org/10.11606/d.84.2023.tde-22122023-171928,,Gabriela Castilho Guimarães,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Palaeodemography of the Nasca valley: reconstruction of the human ecology in the southern Peruvian coast,2001,10.1078/0018-442x-00026,HOMO,https://doi.org/10.1078/0018-442x-00026,,Andrea G. Drusini; Nicola Carrara; Giuseppe Orefici; Maurizio Bonati,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Paracas and Nasca: Regional Cultures on the South Coast of Peru,2008,10.1007/978-0-387-74907-5_29,The Handbook of South American Archaeology,https://doi.org/10.1007/978-0-387-74907-5_29,,Donald A. Proulx,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Paracas and Nazca,2016,10.37862/aaeportal.00408.020,Indian Art of the Americas at the Art Institute of Chicago,https://doi.org/10.37862/aaeportal.00408.020,,,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Paracas Cavernas and Chavin,1953,10.30920/letras.19.49.3,Letras (Lima),https://doi.org/10.30920/letras.19.49.3,http://revista.letras.unmsm.edu.pe/index.php/le/article/download/1702/1571,A. L. Kroeber,"El Prof. Kroeber analiza en este trabajo sus discrepancias con Willey, con quien concuerda en que lo conocido del material de Cavernas no es total o estrictamente de estilo chavín, y con quien discrepa al concedersignificación a ese pequeño margen de ingrediente chavín, que Willey estima despreciable, dudoso y debatible.Kroeber examina también otro problema relacionado con la cuestión ant rior: Si la mayoría de los ingredientes de la cultura de Cavernas no es chavín, ¿cuáles son sus conexiones estilísticas?. En seguida, el autor pasa al análisis de las relaciones con Ocucaje, Necrópolis de Paracas y la cultura de Nazca. Compara las formas yrasgos generales de todo el material denominado chavinoide llamando la atención hacia la distinción de las características locales, como el gollete en forma de estribo, que no aparece sino en el Norte, y las características que él llama universales o comunes a todos los sitios chavín. Kroeber cree que, al presente no se puede dudar de que el nacim..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Paracas in Nazca: New Data on the Early Horizon Occupation of the Rio Grande de Nazca Drainage, Peru",1994,10.2307/971822,Latin American Antiquity,https://doi.org/10.2307/971822,,Helaine Silverman,"Nasca culture and, particularly, Nasca ceramic iconography are held to evolve directly and smoothly out of antecedent Paracas. Yet the data reviewed in this article indicate that Paracas remains in the Río Grande de Nazca drainage, the heartland of Nasca culture on the south coast of Peru, are limited in nature, a fact that makes it difficult to derive Nasca from Paracas in Nazca. In contrast, there are rich and abundant Paracas remains in the Ica, Pisco, and Chincha valleys, at the Paracas type site itself, and along the Bahía de la Independencia. I look to the Ica Valley for the origins of the Nasca style."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Paracas in Nazca: New Data on the Early Horizon Occupation of the Rio Grande de Nazca Drainage, Peru",1994,10.2307/971822,Latin American Antiquity,https://doi.org/10.2307/971822,,Helaine Silverman,"Nasca culture and, particularly, Nasca ceramic iconography are held to evolve directly and smoothly out of antecedent Paracas. Yet the data reviewed in this article indicate that Paracas remains in the Río Grande de Nazca drainage, the heartland of Nasca culture on the south coast of Peru, are limited in nature, a fact that makes it difficult to derive Nasca from Paracas in Nazca. In contrast, there are rich and abundant Paracas remains in the Ica, Pisco, and Chincha valleys, at the Paracas type site itself, and along the Bahía de la Independencia. I look to the Ica Valley for the origins of the Nasca style."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Paracas, Nazca, and Tiahuanacoid Cultural Relationships in South Coastal Peru. Duncan Strong William. Memoirs of the Society for American Archaeoolgy, No. 13, Salt Lake City, 1957. vi + 48 pages, frontis., 18 figs., 4 tables. $1.00.",1960,10.2307/277555,American Antiquity,https://doi.org/10.2307/277555,,S. K. Lothrop,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"PHOTOGRAMMETRIC DOCUMENTATION OF AN ARCHAEOLOGICAL SITE (PALPA, PERU) USING AN AUTONOMOUS MODEL HELICOPTER",2005,,KOPS (University of Konstanz),http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,http://nbn-resolving.de/urn:nbn:de:bsz:352-0-253687,Henri Eisenbeiss; Karsten Lambers; Martin Sauerbier; Zhang Li,"In this paper we describe a new system for the recording of archaeological sites based on an autonomous UAV (unmanned aerial vehicle) that has recently been employed in the framework of the Nasca-Palpa Archaeological Project on the south coast of Peru. In the vicinity of Palpa, the prehispanic site of Pinchango Alto is an attractive, yet difficult target for archaeological research. On the one hand, its well preserved stone architecture, abundant surface finds, and richly furnished graves dating to the Late Intermediate Period (AD 1000-1400) offer many opportunities to study this still poorly understood pre-Inkaic period. On the other hand, access to and working on the site is rather difficult. The recording of the preserved surface remains therefore required a highly mobile and flexible documentation system. In the 2004 field campaign we used a model helicopter carrying a CMOS camera to acquire a series of vertical aerial images for a photogrammetric recording and 3D modeling of th..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"Points, patterns, and predictions in archaeological settlement data: site-environment relationships of Paracas and Nasca communities in the Peruvian Andes",2025,10.1016/j.jas.2025.106385,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2025.106385,,Giacomo Bilotti; Markus Reindel; Johny Isla; Christian Mader,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,PRECOLUMBIAN RAW-MATERIAL EXPLOITATION IN SOUTHERN PERU-STRUCTURES AND PERSPECTIVES,2013,10.4067/s0717-73562013000100005,Chungara,https://doi.org/10.4067/s0717-73562013000100005,http://www.scielo.cl/pdf/chungara/v45n1/art05.pdf,Thomas Stöllner; Markus Reindel; Guntram Gassman; Benedikt Gräfingholt; Johny Isla Cuadrado,"The article deals with the exploitation of raw materials during pre-colonial times in Southern Peru especially pre-Columbian mining and quarrying activities in the valleys of Palpa and Nasca. Between 2006 and 2009 the Peruvian-German Palpa-project has discovered several places related to the extraction and the processing of lithic material, ores and minerals. All places detected so far are locations with traces of small scale mining. The available evidence demonstrates that production of raw materials has been carried out since the earliest periods of pre-Columbian occupation of the region. Obsidian was transported to the coast since the archaic period and can be considered as evidence of the mobility of the earliest settlers. Gold processing is present in the region at least since the Early Paracas period: Its regional usage increased during the late Paracas and the Nasca-period: many small scale mining operations could be found that provide insight into the organisational level. I..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,PreColumbian Textiles in the Ethnological Museum in Berlin,2017,10.13014/k2pn93h6,Zea Books,https://doi.org/10.13014/k2pn93h6,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1052&context=zeabook,Lena Bjerregaard; Torben Huss,"The Ethnological Museum in Berlin, Germany, houses Europe’s largest collection of PreColumbian textiles—around 9000 well-preserved examples. Lena Bjerregaard, editor and compiler of this volume, was the conservator for these materials from 2000 to 2014, and she worked with many international researchers to analyze and publicize the collection. This book includes seven of their essays about the museum’s holdings – by Bea Hoffmann, Ann Peters, Susan Bergh, Lena Bjerregaard, Jane Feltham, Katalin Nagy, and Gary Urton. The book’s second part is a 177-page catalogue, arranged by periods and styles, of 273 selected items that represent the collection as fully as possible, with more than 380 photographs. Styles or cultures include Paracas, Nasca, Lambayeque/Sican, Ychsma, Chavin, Siguas, Tiwanaku, Wari, Chimu, Central Coast, Chancay, South Coast, Inca, and Colonial. Items include tunics, clothing, tapestry, hats, belts, headbands, samplers, borders, and khipus. Materials include camelid fi..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"RADIOCARBON DATING OF THE NASCA SETTLEMENTS LOS MOLINOS AND LA MU—A IN PALPA, PERU",2002,,Geochronometria,http://www.geochronometria.pl/pdf/geo_21/geo21_18.pdf,,Jochen Görsdorf; Markus Reindel,"The Palpa Archaeological Project PAP investigates the relationship between the famous Nasca lines and ancient settlements in the Palpa region, in the desert of the south coast of Peru. Chronology will be fixed in absolute terms by radiocarbon dating of sites of Los Molinos and La Muaea. As a first approximation we get for the Nasca 3 culture 60-280 cal AD and for Nasca 4/5 and 5 culture 320-430 cal AD. That means the transition from Early to Middle Nasca is in the range between 280-320 cal AD."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Refining oxygen isotope analysis in the Nasca region of Peru: An investigation of water sources and archaeological samples,2010,10.1002/oa.1151,International Journal of Osteoarchaeology,https://doi.org/10.1002/oa.1151,,Michele R. Buzon; Christina A. Conlee; Gabriel J. Bowen,"Abstract The development of complex societies, irrigation agriculture and sociopolitical transitions are of interest to researchers working in the Nasca region on the south coast of Peru. Occupied for thousands of years, many questions regarding the circumstances of these changes in the area are being investigated. Oxygen isotope analysis provides a method for exploring residential mobility of past peoples during these transitions. This study presents new δ 18 O data from water sources that would have been used by the ancient inhabitants, providing important information regarding the oxygen isotope variability in the region and the necessary baseline data for migration studies in this region. Our results suggest that the isotopic composition of water sources in the Nasca region is not highly variable. In addition, archaeological human tooth enamel samples from the sites of La Tiza and Pajonal Alto are analysed. The δ 18 O c results of the human enamel samples confirm the local natur..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Regionalism in Nasca Style History,2013,,DigitalCommons (California Polytechnic State University),https://digitalcommons.library.umaine.edu/andean_past/vol11/iss1/16,https://digitalcommons.library.umaine.edu/andean_past/vol11/iss1/16,Patrick Carmichael,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Satellite and close range analysis for the surveillance and knowledge improvement of the Nasca geoglyphs,2019,10.1016/j.rse.2019.111447,Remote Sensing of Environment,https://doi.org/10.1016/j.rse.2019.111447,,Nicola Masini; Rosa Lasaponara,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Structures of the Nazca Ridge and the continental shelf and slope of southern Peru,1981,10.1130/mem154-p569,Geological Society of America Memoirs,https://doi.org/10.1130/mem154-p569,,Richard Couch; Robert M. Whitsett,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The archaeology and pottery of Nazca, Peru: Alfred L. Kroeber's 1926 expedition",1999,10.5860/choice.36-6354,Choice Reviews Online,https://doi.org/10.5860/choice.36-6354,,,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,The Clock in the Corn Cob: On the Development of a Chronology of the Paracas and Nasca Period Based on Radiocarbon Dating,2009,10.1007/978-3-540-87438-6_14,Natural science in archaeology,https://doi.org/10.1007/978-3-540-87438-6_14,,Ingmar Unkel; Bernd Kromer,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The First Field Season of Excavations at the Alto del Molino Site, Pisco Valley, Peru",1997,10.1179/jfa.1997.24.4.441,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1997.24.4.441,,Helaine Silverman,"AbstractLittle archaeological fieldwork has been conducted in the Pisco Valley on the south coast of Peru and Pisco has long been regarded as inconsequential in the cultural dynamics of the region's prehistory. Yet a critical review of the literature and, especially, the results of recent excavations at the Alto del Molino site reveal that Pisco played an important role in the development of social complexity on the south coast at the end of the Early Horizon (ca. 300–1 B.C.) through the early Early Intermediate Period (ca. A.C. 1–300). The Pisco Valley is part of the larger context of the great cemeteries of the nearby, desolate Paracas Peninsula and the valley contributes to our understanding of those elaborate mortuary phenomena. In addition, a major regional culture called Carmen flourished in Pisco following the abandonment of the Paracas cemeteries and contemporary Pisco Valley sites. Carmen is contemporary with early Nasca culture of the Ica and Nazca valleys to the south and..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The First Field Season of Excavations at the Alto del Molino Site, Pisco Valley, Peru",1997,10.1179/jfa.1997.24.4.441,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1997.24.4.441,,Helaine Silverman,"AbstractLittle archaeological fieldwork has been conducted in the Pisco Valley on the south coast of Peru and Pisco has long been regarded as inconsequential in the cultural dynamics of the region's prehistory. Yet a critical review of the literature and, especially, the results of recent excavations at the Alto del Molino site reveal that Pisco played an important role in the development of social complexity on the south coast at the end of the Early Horizon (ca. 300–1 B.C.) through the early Early Intermediate Period (ca. A.C. 1–300). The Pisco Valley is part of the larger context of the great cemeteries of the nearby, desolate Paracas Peninsula and the valley contributes to our understanding of those elaborate mortuary phenomena. In addition, a major regional culture called Carmen flourished in Pisco following the abandonment of the Paracas cemeteries and contemporary Pisco Valley sites. Carmen is contemporary with early Nasca culture of the Ica and Nazca valleys to the south and..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The geoglyphs of Palpa (Peru) : documentation, analysis, and interpretation",2004,10.5167/uzh-163230,Zurich Open Repository and Archive (University of Zurich),,,Karsten Lambers,"Gegenstand dieser Arbeit ist eine Untersuchung der weltbekannten Geoglyphen von Nasca an der Südküste Perus (400 v. Chr. - 600 n. Chr.) mit dem Ziel, neue Erkenntnisse über ihre Funktion und Bedeutung zu gewinnen. Ein bisher undokumentierter Korpus von über 600 Geoglyphen in der Gegend von Palpa wurde erstmals mit modernen Methoden der Geomatik, wie Luftbildphotogrammetrie und GIS, dokumentiert, modelliert und analysiert. Dies wurde ergänzt durch eine genaue archäologische Dokumentation der Geoglyphen im Gelände sowie die Auswertung und Interpretation der erhobenen Daten. Dieser interdisziplinäre Ansatz ermöglichte neue Erkenntnisse zur Chronologie, Typologie und räumlichen Verteilung der Geoglyphen. Zudem konnte ein Erklärungsmodell aus jüngerer Zeit anhand archäologischer Daten getestet werden, welches versucht, die Geoglyphen auf der Grundlage von sozialen, kulturellen und rituellen Traditionen des Andenraumes zu erklären. Die Untersuchung ergab, dass die Aktivitäten auf den Geog..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The Impact of Coastal–Highland Interactions and Population Movements on the Development and Collapse of Complex Societies in Nasca, Peru (AD 500–1450)",2021,10.1017/laq.2021.12,Latin American Antiquity,https://doi.org/10.1017/laq.2021.12,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2D4644385516CB64B19DF6EC7921EF3A/S1045663521000122a.pdf/div-class-title-the-impact-of-coastal-highland-interactions-and-population-movements-on-the-development-and-collapse-of-complex-societies-in-nasca-peru-ad-500-1450-div.pdf,Christina A. Conlee,"Coastal–highland relationships were important in the development, expansion, and collapse of ancient societies in Nasca, Peru. Connections between the regions began with the earliest occupants and extended through Inca rule; they consisted of the exchange of goods, sharing of ideas, migration, and political dominance. By the end of the Early Intermediate period (Late Nasca, AD 500–650), highland relationships intensified, and during the Middle Horizon (AD 650–1000), Nasca for the first time came under highland control as the Wari Empire brought transformations to the region. By the end of the Middle Horizon, Wari had collapsed, and much of the Nasca drainage was abandoned. People emigrated from the region, probably because of drought coupled with political and social instability. When Nasca was repopulated (ca. AD 1200) in the Late Intermediate period, a new type of society developed that was likely the result of large numbers of highland immigrants."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,"The Nazca geoglyphs, Peru: Proto-architectural expressions",1999,10.1515/semi.1999.123.3-4.283,semi,https://doi.org/10.1515/semi.1999.123.3-4.283,,JUAN D’ORNELLAS,
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,Tracking Human-Induced Landscape Disturbance at the Nasca Lines UNESCO World Heritage Site in Peru with COSMO-SkyMed InSAR,2018,10.3390/rs10040572,Remote Sensing,https://doi.org/10.3390/rs10040572,,Francesca Cigna; Deodato Tapete,"The “Lines and Geoglyphs of Nasca and Palpa” in Peru are among the most well-known UNESCO World Heritage Sites globally, and an exemplar of site where heritage assets cannot be separated from their natural and anthropogenic environment. The site is exposed to interactions with natural processes, as well as human presence. In this work, 3-m resolution synthetic aperture radar (SAR) StripMap HIMAGE HH-polarised scenes acquired by the X-band COSMO-SkyMed constellation are exploited to track two events of human-induced landscape disturbance that occurred in December 2014 and January 2018. Pre-, cross-, and post-event interferometric SAR (InSAR) pairs characterised by small temporal and normal baselines allow the detection of temporal decorrelation associated with the two events, the extent and time reference of which match with online photographic and video evidence, published literature, web news, and press releases by the Ministry of Culture in Peru. Further elements enhancing the und..."
Nazca lines,61,-14.697500,-75.135000,verified,Wikimedia Commons Nazca lines,https://commons.wikimedia.org/wiki/Nazca_lines,V. The Early Nasca Pilgrimage Center of Cahuachi and the Nazca Lines: Anthropological and Archaeological Perspectives,1990,10.70249/9798893981193-008,Lines of Nazca,https://doi.org/10.70249/9798893981193-008,,Helaine Silverman,
