site_name,source,source_url,latitude,longitude,source_file,site_type
chint,archaeogeodesy.org,,-13.390927,-72.047554,archaeogeodesy_peru.csv,
Chipaw Marka,wikidata,http://www.wikidata.org/entity/Q19879439,-14.253778,-73.958417,wikidata_archeological_sites.geojson,
chipeno 1900m partial,archaeogeodesy.org,,-13.721819,-63.487704,archaeogeodesy_peru.csv,
chipeno oval 878m,archaeogeodesy.org,,-13.724124,-63.488307,archaeogeodesy_peru.csv,
chipr,archaeogeodesy.org,,-11.302472,-76.770404,archaeogeodesy_peru.csv,
Chiprac,wikidata,http://www.wikidata.org/entity/Q66712993,-11.303300,-76.785583,wikidata_archeological_sites.geojson,
Chipuric,osm,https://www.openstreetmap.org/way/589259139,-6.165498,-77.953519,osm_archeological_sites.geojson,
Chipuric,wikidata,http://www.wikidata.org/entity/Q27865985,-6.127500,-78.084722,wikidata_archeological_sites.geojson,
chiq2,archaeogeodesy.org,,-10.114051,-76.612563,archaeogeodesy_peru.csv,
chiqu,archaeogeodesy.org,,-10.114510,-76.620279,archaeogeodesy_peru.csv,
Chiquia,osm,https://www.openstreetmap.org/node/1728423860,-10.109537,-76.628409,osm_archeological_sites.geojson,
Chiquia,osm,https://www.openstreetmap.org/node/5316770623,-10.114831,-76.620508,osm_archeological_sites.geojson,
Chiquia,wikidata,http://www.wikidata.org/entity/Q112760377,-10.114558,-76.620419,wikidata_archeological_sites.geojson,
Chiquitoy Viejo,wikidata,http://www.wikidata.org/entity/Q128081718,-7.917566,-79.185689,wikidata_archeological_sites.geojson,
chirg,archaeogeodesy.org,,10.264368,-68.169869,archaeogeodesy_peru.csv,
chiri,archaeogeodesy.org,,0.710161,-72.717364,archaeogeodesy_peru.csv,
Chiribaya Baja,"Techniques of DNA-studies on prehispanic ectoparasites (Pulex sp., Pulicidae, Siphonaptera) from animal mummies of the Chiribaya Culture, Southern Peru",https://doi.org/10.1590/s0074-02762003000900010,-17.645858,-71.345314,Peru_academic_master.csv,
Chiribaya culture,wikidata,http://www.wikidata.org/entity/Q959275,-18.000000,-71.000000,wikidata_archeological_sites.geojson,
Chirimachay,osm,https://www.openstreetmap.org/way/591883055,-7.713796,-77.537250,osm_archeological_sites.geojson,
chisc,archaeogeodesy.org,,-16.433165,-68.830838,archaeogeodesy_peru.csv,
chiti,archaeogeodesy.org,,-13.389004,-72.046870,archaeogeodesy_peru.csv,
Chivateros,Wikipedia,https://en.wikipedia.org/wiki/Chivateros,-11.948330,-77.060830,wikipedia_peru_archaeological_sites.csv,
chizg,archaeogeodesy.org,,-19.203827,-70.008598,archaeogeodesy_peru.csv,
Chocan Yacucate Petroglyphs,wikidata,http://www.wikidata.org/entity/Q104556440,-4.538442,-79.710042,wikidata_archeological_sites.geojson,petroglyph
Choccepujo,osm,https://www.openstreetmap.org/node/1728415656,-13.607311,-71.733889,osm_archeological_sites.geojson,
choch,archaeogeodesy.org,,-11.741715,-76.971847,archaeogeodesy_peru.csv,
chocolatal,archaeogeodesy.org,,-15.200000,-65.300000,archaeogeodesy_peru.csv,
Chocolatal Loma,archaeogeodesy.org,,-14.245693,-65.433918,archaeogeodesy_peru.csv,
Chocontaja,osm,https://www.openstreetmap.org/node/1728415659,-14.106944,-75.496944,osm_archeological_sites.geojson,
chohp,archaeogeodesy.org,,-13.391370,-72.874493,archaeogeodesy_peru.csv,
cholr,archaeogeodesy.org,,-13.396046,-72.872405,archaeogeodesy_peru.csv,
chong,archaeogeodesy.org,,-13.709075,-76.100759,archaeogeodesy_peru.csv,
chopz,archaeogeodesy.org,,-13.393072,-72.873782,archaeogeodesy_peru.csv,
Choqana,osm,https://www.openstreetmap.org/node/3518286573,-13.261908,-72.249122,osm_archeological_sites.geojson,
choqk,archaeogeodesy.org,,-13.392635,-72.873665,archaeogeodesy_peru.csv,
choqp,archaeogeodesy.org,,-13.395209,-72.873733,archaeogeodesy_peru.csv,
choqr,archaeogeodesy.org,,-13.037160,-72.036271,archaeogeodesy_peru.csv,
choqs,archaeogeodesy.org,,-13.187697,-72.531050,archaeogeodesy_peru.csv,
choqt,archaeogeodesy.org,,-13.393721,-72.864667,archaeogeodesy_peru.csv,
choqu,archaeogeodesy.org,,-13.392580,-72.873767,archaeogeodesy_peru.csv,
Choquepuquio,wikidata,http://www.wikidata.org/entity/Q5103701,-13.619444,-71.722222,wikidata_archeological_sites.geojson,aqueduct
Choquepuquio,Wikipedia,https://en.wikipedia.org/wiki/Choquepuquio,-14.863456,-72.342902,wikipedia_peru_archaeological_sites.csv,aqueduct
Choquequilla,osm,https://www.openstreetmap.org/way/1396116206,-13.289407,-72.229756,osm_archeological_sites.geojson,
Choquequirao,osm,https://www.openstreetmap.org/way/157858140,-13.394367,-72.870334,osm_archeological_sites.geojson,
Choquequirao,wikidata,http://www.wikidata.org/entity/Q1076285,-13.394742,-72.872243,wikidata_archeological_sites.geojson,
Choquequirao,Wikipedia,,-13.391700,-72.858300,sites_wikipedia.geojson,
Choquequirao,Wikipedia,https://en.wikipedia.org/wiki/Choquequirao,-13.392780,-72.873890,wikipedia_peru_archaeological_sites.csv,
Choquequirao Puquio,wikidata,http://www.wikidata.org/entity/Q15950113,-13.511942,-71.950536,wikidata_archeological_sites.geojson,aqueduct
Choquerecuay,wikidata,http://www.wikidata.org/entity/Q62072245,-9.708240,-77.456979,wikidata_archeological_sites.geojson,
Choquesuysuy,wikidata,http://www.wikidata.org/entity/Q135982919,-13.187642,-72.531112,wikidata_archeological_sites.geojson,
Chotuna-Chornancap,wikidata,http://www.wikidata.org/entity/Q20014052,-6.720223,-79.952885,wikidata_archeological_sites.geojson,
chotw,archaeogeodesy.org,,-13.397568,-72.874632,archaeogeodesy_peru.csv,
chour,archaeogeodesy.org,,-13.391633,-72.874045,archaeogeodesy_peru.csv,
chuac,archaeogeodesy.org,,-13.489291,-76.102372,archaeogeodesy_peru.csv,
chucm,archaeogeodesy.org,,-9.181445,-76.771057,archaeogeodesy_peru.csv,
chugg,archaeogeodesy.org,,-22.198067,-69.174953,archaeogeodesy_peru.csv,
Chuicho,osm,https://www.openstreetmap.org/node/1728415663,-11.521389,-75.621389,osm_archeological_sites.geojson,
Chukman,wikidata,http://www.wikidata.org/entity/Q86523765,-9.182388,-76.772637,wikidata_archeological_sites.geojson,
Chullarajay,osm,https://www.openstreetmap.org/node/1728415669,-13.273333,-72.232778,osm_archeological_sites.geojson,
chullpa,archaeogeodesy.org,,-18.661555,-68.958385,archaeogeodesy_peru.csv,chullpa
Chumbivilca,osm,https://www.openstreetmap.org/node/5642043617,-10.465919,-76.466438,osm_archeological_sites.geojson,
chunc,archaeogeodesy.org,,-14.274330,-69.427197,archaeogeodesy_peru.csv,
Chunkana,osm,https://www.openstreetmap.org/way/771625887,-12.734742,-74.857955,osm_archeological_sites.geojson,
chupa,archaeogeodesy.org,,-9.750723,-76.649412,archaeogeodesy_peru.csv,
Chupacoto Huaylas,osm,https://www.openstreetmap.org/node/12993787939,-8.868345,-77.888912,osm_archeological_sites.geojson,
Chupani,osm,https://www.openstreetmap.org/way/1236710972,-13.259202,-72.123661,osm_archeological_sites.geojson,
Chupani,wikidata,http://www.wikidata.org/entity/Q124101571,-13.261510,-72.125820,wikidata_archeological_sites.geojson,
chuph,archaeogeodesy.org,,-8.868211,-77.889076,archaeogeodesy_peru.csv,
chupr,archaeogeodesy.org,,-9.717978,-76.635292,archaeogeodesy_peru.csv,
chuqu,archaeogeodesy.org,,-6.932858,-77.858980,archaeogeodesy_peru.csv,
chusc,archaeogeodesy.org,,-10.890968,-77.532254,archaeogeodesy_peru.csv,
Chuya,osm,https://www.openstreetmap.org/node/1728415672,-11.791944,-76.675556,osm_archeological_sites.geojson,
Chuya,wikidata,http://www.wikidata.org/entity/Q8345932,-11.830694,-76.804417,wikidata_archeological_sites.geojson,
cigas,archaeogeodesy.org,,-28.536819,-48.773343,archaeogeodesy_peru.csv,
cilli,archaeogeodesy.org,,-16.655133,-67.783552,archaeogeodesy_peru.csv,
Cinco Pueblos,osm,https://www.openstreetmap.org/node/1728415675,-11.323056,-75.696944,osm_archeological_sites.geojson,
Cintura pescado,osm,https://www.openstreetmap.org/node/11772530825,-14.755511,-75.176390,osm_archeological_sites.geojson,
circle,archaeogeodesy.org,,-9.835083,-77.424731,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-18.553989,-68.687828,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-15.737905,-63.487034,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-15.736144,-63.487117,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-18.525104,-70.247208,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-20.363975,-69.423842,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.953058,-69.644754,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.951177,-69.638747,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.942152,-69.638063,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.940583,-69.638635,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.920922,-69.625928,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.971860,-69.644396,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-19.897430,-69.634786,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-20.988162,-69.218683,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-21.079691,-69.203758,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-21.101604,-69.212116,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-21.164500,-69.186370,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-21.776579,-69.504997,archaeogeodesy_peru.csv,
circle,archaeogeodesy.org,,-20.587208,-69.200531,archaeogeodesy_peru.csv,
circle 1030m,archaeogeodesy.org,,-10.588926,-67.969154,archaeogeodesy_peru.csv,
circle 103m,archaeogeodesy.org,,-14.908867,-65.913526,archaeogeodesy_peru.csv,
circle 110m,archaeogeodesy.org,,-10.029808,-58.576649,archaeogeodesy_peru.csv,
circle 110m,archaeogeodesy.org,,-10.287301,-67.075768,archaeogeodesy_peru.csv,
circle 124m,archaeogeodesy.org,,-10.483618,-67.070009,archaeogeodesy_peru.csv,
circle 125m,archaeogeodesy.org,,-10.753544,-58.441531,archaeogeodesy_peru.csv,
circle 132m,archaeogeodesy.org,,-10.300806,-67.564060,archaeogeodesy_peru.csv,
circle 133m,archaeogeodesy.org,,-9.593582,-57.837406,archaeogeodesy_peru.csv,
circle 142m,archaeogeodesy.org,,-10.302367,-67.693817,archaeogeodesy_peru.csv,
circle 146m,archaeogeodesy.org,,-10.075403,-67.554407,archaeogeodesy_peru.csv,
circle 146m,archaeogeodesy.org,,-9.105345,-68.723514,archaeogeodesy_peru.csv,
circle 149m,archaeogeodesy.org,,-10.194352,-67.540495,archaeogeodesy_peru.csv,
circle 155m,archaeogeodesy.org,,-9.050626,-59.105408,archaeogeodesy_peru.csv,
circle 155m,archaeogeodesy.org,,-10.327625,-67.582657,archaeogeodesy_peru.csv,
circle 157m,archaeogeodesy.org,,-10.322860,-67.787479,archaeogeodesy_peru.csv,
circle 158m,archaeogeodesy.org,,-9.243014,-58.856611,archaeogeodesy_peru.csv,
circle 158m,archaeogeodesy.org,,-9.302687,-59.098677,archaeogeodesy_peru.csv,
circle 158m,archaeogeodesy.org,,-10.075651,-67.554245,archaeogeodesy_peru.csv,
circle 162m,archaeogeodesy.org,,-9.241628,-58.859164,archaeogeodesy_peru.csv,
circle 170m,archaeogeodesy.org,,-10.394587,-67.639297,archaeogeodesy_peru.csv,
circle 172m,archaeogeodesy.org,,-9.281122,-58.904366,archaeogeodesy_peru.csv,
circle 172m,archaeogeodesy.org,,-10.030925,-67.527150,archaeogeodesy_peru.csv,
circle 178m,archaeogeodesy.org,,-10.465809,-67.602691,archaeogeodesy_peru.csv,
circle 179m,archaeogeodesy.org,,-10.269170,-58.542451,archaeogeodesy_peru.csv,
circle 179m,archaeogeodesy.org,,-10.378761,-67.755116,archaeogeodesy_peru.csv,
circle 182m,archaeogeodesy.org,,-11.115320,-66.788067,archaeogeodesy_peru.csv,
circle 183m,archaeogeodesy.org,,-10.259924,-67.698591,archaeogeodesy_peru.csv,
circle 184m,archaeogeodesy.org,,-9.997848,-67.094397,archaeogeodesy_peru.csv,
circle 186m,archaeogeodesy.org,,-10.051191,-58.575563,archaeogeodesy_peru.csv,
circle 188m,archaeogeodesy.org,,-10.499939,-67.767308,archaeogeodesy_peru.csv,
circle 191m,archaeogeodesy.org,,-11.204359,-68.153160,archaeogeodesy_peru.csv,
circle 193m,archaeogeodesy.org,,-10.387310,-67.521690,archaeogeodesy_peru.csv,
circle 194m,archaeogeodesy.org,,-10.362419,-67.600704,archaeogeodesy_peru.csv,
circle 194m,archaeogeodesy.org,,-9.650580,-67.215326,archaeogeodesy_peru.csv,
circle 196m,archaeogeodesy.org,,-10.107629,-67.573591,archaeogeodesy_peru.csv,
circle 201m,archaeogeodesy.org,,-10.308455,-67.501147,archaeogeodesy_peru.csv,
circle 207m,archaeogeodesy.org,,-10.058171,-67.617628,archaeogeodesy_peru.csv,
circle 213m,archaeogeodesy.org,,-9.530109,-59.046143,archaeogeodesy_peru.csv,
circle 218m,archaeogeodesy.org,,-10.243578,-67.666047,archaeogeodesy_peru.csv,
circle 218m,archaeogeodesy.org,,-10.415631,-67.559597,archaeogeodesy_peru.csv,
circle 218m,archaeogeodesy.org,,-10.262045,-67.715697,archaeogeodesy_peru.csv,
circle 218m,archaeogeodesy.org,,-10.255551,-67.722485,archaeogeodesy_peru.csv,
circle 218m,archaeogeodesy.org,,-10.207841,-67.654637,archaeogeodesy_peru.csv,
circle 223m,archaeogeodesy.org,,-9.950409,-67.538778,archaeogeodesy_peru.csv,
circle 226m,archaeogeodesy.org,,-10.043852,-67.103686,archaeogeodesy_peru.csv,
circle 229m,archaeogeodesy.org,,-10.417805,-67.718233,archaeogeodesy_peru.csv,
circle 231m,archaeogeodesy.org,,-10.071021,-67.546300,archaeogeodesy_peru.csv,
circle 232m,archaeogeodesy.org,,-10.032225,-67.534768,archaeogeodesy_peru.csv,
circle 233m,archaeogeodesy.org,,-10.096771,-67.658740,archaeogeodesy_peru.csv,
circle 234m,archaeogeodesy.org,,-10.321283,-67.795116,archaeogeodesy_peru.csv,
circle 234m,archaeogeodesy.org,,-10.373823,-67.430565,archaeogeodesy_peru.csv,
circle 234m,archaeogeodesy.org,,-10.002159,-67.259911,archaeogeodesy_peru.csv,
circle 235m,archaeogeodesy.org,,-10.586956,-67.589763,archaeogeodesy_peru.csv,
circle 235m,archaeogeodesy.org,,-11.256131,-68.782171,archaeogeodesy_peru.csv,
circle 235m,archaeogeodesy.org,,-10.672410,-67.691596,archaeogeodesy_peru.csv,
circle 236m,archaeogeodesy.org,,-10.495935,-67.827345,archaeogeodesy_peru.csv,
circle 237m,archaeogeodesy.org,,-10.163139,-67.272881,archaeogeodesy_peru.csv,
circle 237m,archaeogeodesy.org,,-10.601564,-67.760279,archaeogeodesy_peru.csv,
circle 240m,archaeogeodesy.org,,-10.277212,-67.134171,archaeogeodesy_peru.csv,
circle 240m,archaeogeodesy.org,,-10.465112,-67.602302,archaeogeodesy_peru.csv,
circle 240m,archaeogeodesy.org,,-10.481406,-67.754506,archaeogeodesy_peru.csv,
circle 241m,archaeogeodesy.org,,-10.668801,-68.333774,archaeogeodesy_peru.csv,
circle 244m,archaeogeodesy.org,,-10.284430,-67.633833,archaeogeodesy_peru.csv,
circle 244m,archaeogeodesy.org,,-9.947626,-67.606913,archaeogeodesy_peru.csv,
circle 250m,archaeogeodesy.org,,-10.367059,-67.722821,archaeogeodesy_peru.csv,
circle 250m,archaeogeodesy.org,,-10.244393,-67.597404,archaeogeodesy_peru.csv,
circle 250m,archaeogeodesy.org,,-10.479127,-67.543896,archaeogeodesy_peru.csv,
circle 250m,archaeogeodesy.org,,-10.515755,-67.834363,archaeogeodesy_peru.csv,
circle 252m,archaeogeodesy.org,,-10.001108,-68.011990,archaeogeodesy_peru.csv,
circle 266m,archaeogeodesy.org,,-10.363169,-67.601036,archaeogeodesy_peru.csv,
circle 266m,archaeogeodesy.org,,-10.324115,-67.539101,archaeogeodesy_peru.csv,
circle 267m,archaeogeodesy.org,,-9.854817,-67.271448,archaeogeodesy_peru.csv,
circle 269m,archaeogeodesy.org,,-10.616852,-67.884930,archaeogeodesy_peru.csv,
circle 275m,archaeogeodesy.org,,-10.413069,-67.726602,archaeogeodesy_peru.csv,
circle 276m,archaeogeodesy.org,,-10.427600,-67.693312,archaeogeodesy_peru.csv,
circle 276m,archaeogeodesy.org,,-10.015386,-67.154444,archaeogeodesy_peru.csv,
circle 280m,archaeogeodesy.org,,-10.301960,-67.694425,archaeogeodesy_peru.csv,
circle 281m,archaeogeodesy.org,,-9.930110,-66.791792,archaeogeodesy_peru.csv,
circle 282m,archaeogeodesy.org,,-10.610157,-67.906116,archaeogeodesy_peru.csv,
circle 283m,archaeogeodesy.org,,-10.303807,-67.235864,archaeogeodesy_peru.csv,
circle 283m,archaeogeodesy.org,,-10.168937,-67.988696,archaeogeodesy_peru.csv,
circle 284m,archaeogeodesy.org,,-10.344887,-67.603941,archaeogeodesy_peru.csv,
circle 286m,archaeogeodesy.org,,-9.884417,-67.380244,archaeogeodesy_peru.csv,
circle 290m,archaeogeodesy.org,,-10.365955,-67.721819,archaeogeodesy_peru.csv,
circle 292m,archaeogeodesy.org,,-9.376382,-65.534244,archaeogeodesy_peru.csv,
circle 293m,archaeogeodesy.org,,-10.022825,-67.724374,archaeogeodesy_peru.csv,
circle 299m,archaeogeodesy.org,,-10.412142,-67.471377,archaeogeodesy_peru.csv,
circle 300m,archaeogeodesy.org,,-10.284318,-67.632456,archaeogeodesy_peru.csv,
circle 306m,archaeogeodesy.org,,-10.439747,-67.663854,archaeogeodesy_peru.csv,
circle 308m,archaeogeodesy.org,,-10.224680,-65.279920,archaeogeodesy_peru.csv,
circle 314m,archaeogeodesy.org,,-9.978910,-67.673584,archaeogeodesy_peru.csv,
circle 314m,archaeogeodesy.org,,-10.620851,-67.572167,archaeogeodesy_peru.csv,
circle 318m,archaeogeodesy.org,,-10.661781,-67.636676,archaeogeodesy_peru.csv,
circle 323m,archaeogeodesy.org,,-10.465993,-67.739691,archaeogeodesy_peru.csv,
circle 324m,archaeogeodesy.org,,-10.244083,-65.284710,archaeogeodesy_peru.csv,
circle 325m,archaeogeodesy.org,,-10.670852,-67.729975,archaeogeodesy_peru.csv,
circle 32m,archaeogeodesy.org,,-9.351200,-59.320781,archaeogeodesy_peru.csv,
circle 330m,archaeogeodesy.org,,-10.440829,-67.726168,archaeogeodesy_peru.csv,
circle 331m,archaeogeodesy.org,,-9.930745,-67.596042,archaeogeodesy_peru.csv,
circle 334m,archaeogeodesy.org,,-9.588922,-65.778955,archaeogeodesy_peru.csv,
circle 339m,archaeogeodesy.org,,-9.309297,-66.512299,archaeogeodesy_peru.csv,
circle 33m,archaeogeodesy.org,,-9.049735,-59.104837,archaeogeodesy_peru.csv,
circle 33m,archaeogeodesy.org,,-9.312695,-59.095759,archaeogeodesy_peru.csv,
circle 344m,archaeogeodesy.org,,-10.520335,-67.707448,archaeogeodesy_peru.csv,
circle 34m,archaeogeodesy.org,,-10.110817,-58.571310,archaeogeodesy_peru.csv,
circle 34m,archaeogeodesy.org,,-9.050921,-59.107190,archaeogeodesy_peru.csv,
circle 353m,archaeogeodesy.org,,-10.587843,-67.591193,archaeogeodesy_peru.csv,
circle 354m,archaeogeodesy.org,,-10.666654,-68.314625,archaeogeodesy_peru.csv,
circle 354m,archaeogeodesy.org,,-10.597189,-67.996659,archaeogeodesy_peru.csv,
circle 354m,archaeogeodesy.org,,-10.593486,-67.665309,archaeogeodesy_peru.csv,
circle 35m,archaeogeodesy.org,,-10.029807,-58.576653,archaeogeodesy_peru.csv,
circle 35m,archaeogeodesy.org,,-9.287474,-58.138202,archaeogeodesy_peru.csv,
circle 360m,archaeogeodesy.org,,-9.960771,-67.498244,archaeogeodesy_peru.csv,
circle 370m,archaeogeodesy.org,,-8.890513,-67.066473,archaeogeodesy_peru.csv,
circle 378m,archaeogeodesy.org,,-9.392921,-65.857373,archaeogeodesy_peru.csv,
circle 37m,archaeogeodesy.org,,-10.392741,-58.328509,archaeogeodesy_peru.csv,
circle 380m,archaeogeodesy.org,,-9.800918,-67.213644,archaeogeodesy_peru.csv,
circle 386m,archaeogeodesy.org,,-10.871832,-68.214652,archaeogeodesy_peru.csv,
circle 391m,archaeogeodesy.org,,-10.764225,-68.231789,archaeogeodesy_peru.csv,
circle 393m,archaeogeodesy.org,,-10.621097,-67.630126,archaeogeodesy_peru.csv,
circle 394m,archaeogeodesy.org,,-9.323683,-67.811491,archaeogeodesy_peru.csv,
circle 396m,archaeogeodesy.org,,-10.208500,-67.656962,archaeogeodesy_peru.csv,
circle 400m,archaeogeodesy.org,,-10.078677,-67.995015,archaeogeodesy_peru.csv,
circle 406m,archaeogeodesy.org,,-9.963957,-67.490699,archaeogeodesy_peru.csv,
circle 409m,archaeogeodesy.org,,-10.525417,-67.633721,archaeogeodesy_peru.csv,
circle 40m,archaeogeodesy.org,,-9.588138,-58.113207,archaeogeodesy_peru.csv,
circle 422m,archaeogeodesy.org,,-10.109065,-67.550539,archaeogeodesy_peru.csv,
circle 427m,archaeogeodesy.org,,-10.296443,-67.649860,archaeogeodesy_peru.csv,
circle 42m,archaeogeodesy.org,,-9.593577,-57.837401,archaeogeodesy_peru.csv,
circle 431m,archaeogeodesy.org,,-9.303980,-66.495684,archaeogeodesy_peru.csv,
circle 436m,archaeogeodesy.org,,-9.899304,-67.997751,archaeogeodesy_peru.csv,
circle 438m,archaeogeodesy.org,,-10.626395,-65.382476,archaeogeodesy_peru.csv,
circle 440m,archaeogeodesy.org,,-10.110980,-67.044725,archaeogeodesy_peru.csv,
circle 446m,archaeogeodesy.org,,-10.391915,-67.713373,archaeogeodesy_peru.csv,
circle 447m,archaeogeodesy.org,,-10.604477,-67.917566,archaeogeodesy_peru.csv,
circle 44m,archaeogeodesy.org,,-10.360406,-58.507215,archaeogeodesy_peru.csv,
circle 44m,archaeogeodesy.org,,-9.321927,-59.740205,archaeogeodesy_peru.csv,
circle 454m,archaeogeodesy.org,,-13.288299,-63.542523,archaeogeodesy_peru.csv,
circle 457m,archaeogeodesy.org,,-10.623190,-67.876291,archaeogeodesy_peru.csv,
circle 462m,archaeogeodesy.org,,-10.107455,-67.786088,archaeogeodesy_peru.csv,
circle 470m,archaeogeodesy.org,,-10.306969,-67.220099,archaeogeodesy_peru.csv,
circle 474m,archaeogeodesy.org,,-10.526257,-67.632537,archaeogeodesy_peru.csv,
circle 475m,archaeogeodesy.org,,-10.594477,-67.689195,archaeogeodesy_peru.csv,
circle 488m,archaeogeodesy.org,,-15.292712,-65.805464,archaeogeodesy_peru.csv,
circle 488m,archaeogeodesy.org,,-10.670877,-67.730191,archaeogeodesy_peru.csv,
circle 488m,archaeogeodesy.org,,-9.872973,-67.534432,archaeogeodesy_peru.csv,
circle 490m,archaeogeodesy.org,,-10.596073,-67.689393,archaeogeodesy_peru.csv,
circle 495m,archaeogeodesy.org,,-10.224708,-67.270872,archaeogeodesy_peru.csv,
circle 502m,archaeogeodesy.org,,-10.265149,-67.697228,archaeogeodesy_peru.csv,
circle 511 m,archaeogeodesy.org,,-9.946840,-67.599324,archaeogeodesy_peru.csv,
circle 518m,archaeogeodesy.org,,-10.088177,-67.509157,archaeogeodesy_peru.csv,
circle 521m,archaeogeodesy.org,,-10.177872,-66.988277,archaeogeodesy_peru.csv,
circle 527m,archaeogeodesy.org,,-10.515256,-67.833323,archaeogeodesy_peru.csv,
circle 528m,archaeogeodesy.org,,-10.470927,-67.938252,archaeogeodesy_peru.csv,
circle 528m,archaeogeodesy.org,,-10.322611,-64.727530,archaeogeodesy_peru.csv,
circle 530m,archaeogeodesy.org,,-11.927984,-53.553753,archaeogeodesy_peru.csv,
circle 532m,archaeogeodesy.org,,-9.985533,-67.498508,archaeogeodesy_peru.csv,
circle 533m,archaeogeodesy.org,,-10.218176,-67.158219,archaeogeodesy_peru.csv,
circle 574m,archaeogeodesy.org,,-10.466589,-67.211882,archaeogeodesy_peru.csv,
circle 584m,archaeogeodesy.org,,-10.328982,-67.542366,archaeogeodesy_peru.csv,
circle 585m,archaeogeodesy.org,,-10.438831,-67.567222,archaeogeodesy_peru.csv,
circle 586m,archaeogeodesy.org,,-10.271631,-67.696523,archaeogeodesy_peru.csv,
circle 587m,archaeogeodesy.org,,-10.449991,-67.580683,archaeogeodesy_peru.csv,
circle 600m,archaeogeodesy.org,,-10.766355,-68.185244,archaeogeodesy_peru.csv,
circle 620m,archaeogeodesy.org,,-10.702326,-68.169148,archaeogeodesy_peru.csv,
circle 628m,archaeogeodesy.org,,-9.844394,-67.899711,archaeogeodesy_peru.csv,
circle 643m,archaeogeodesy.org,,-10.622249,-67.580565,archaeogeodesy_peru.csv,
circle 669m,archaeogeodesy.org,,-10.223658,-67.462335,archaeogeodesy_peru.csv,
circle 760m,archaeogeodesy.org,,-11.108909,-67.550891,archaeogeodesy_peru.csv,
circle 829m,archaeogeodesy.org,,-11.284305,-68.970982,archaeogeodesy_peru.csv,
circle 86m,archaeogeodesy.org,,-15.527624,-65.692848,archaeogeodesy_peru.csv,
circle 88m,archaeogeodesy.org,,-9.430430,-59.168992,archaeogeodesy_peru.csv,
circle 90m,archaeogeodesy.org,,-9.613982,-60.200626,archaeogeodesy_peru.csv,
"circle, partial 162m",archaeogeodesy.org,,-9.744985,-67.293665,archaeogeodesy_peru.csv,
"circle, partial 243m",archaeogeodesy.org,,-10.361716,-67.688725,archaeogeodesy_peru.csv,
"circle, partial 324m",archaeogeodesy.org,,-10.381050,-67.658041,archaeogeodesy_peru.csv,
"circle, partial 414m",archaeogeodesy.org,,-10.265138,-67.696982,archaeogeodesy_peru.csv,
"circle, partial 729m",archaeogeodesy.org,,-9.746482,-67.292809,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-18.550778,-68.690909,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-14.537900,-66.060943,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-15.159430,-65.572933,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-8.791095,-78.570909,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-9.993048,-77.859473,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-9.994364,-77.861305,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-18.523469,-70.249721,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.900421,-69.641512,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.941531,-69.625401,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.940151,-69.625728,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.914604,-69.631001,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.922273,-69.630668,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.941524,-69.626070,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.939143,-69.626288,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.943471,-69.625793,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.944683,-69.619097,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.947117,-69.621755,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.948672,-69.618612,archaeogeodesy_peru.csv,
circles,archaeogeodesy.org,,-19.952111,-69.639890,archaeogeodesy_peru.csv,
