site_name,source,source_url,latitude,longitude,source_file,site_type
#1 Antiguo mirador en una colina baja.,osm,https://www.openstreetmap.org/node/8477637862,-14.599391,-75.305662,osm_archeological_sites.geojson,mirador
#2 antiguo mirador en una colina baja.,osm,https://www.openstreetmap.org/node/8477637891,-14.602703,-75.305672,osm_archeological_sites.geojson,mirador
#3 Antiguo mirador en una colina baja.,osm,https://www.openstreetmap.org/node/8477637905,-14.608028,-75.304369,osm_archeological_sites.geojson,mirador
1000m,archaeogeodesy.org,,-15.147546,-65.977434,archaeogeodesy_peru.csv,
1002m,archaeogeodesy.org,,-15.000234,-64.485636,archaeogeodesy_peru.csv,
1002m,archaeogeodesy.org,,-15.391159,-65.812514,archaeogeodesy_peru.csv,
1003m,archaeogeodesy.org,,-9.163535,-67.222704,archaeogeodesy_peru.csv,
1003m,archaeogeodesy.org,,-9.163734,-67.222495,archaeogeodesy_peru.csv,
1004m,archaeogeodesy.org,,-14.811504,-64.363091,archaeogeodesy_peru.csv,
1004m,archaeogeodesy.org,,-15.546448,-65.771660,archaeogeodesy_peru.csv,
1005m,archaeogeodesy.org,,-15.047670,-64.420929,archaeogeodesy_peru.csv,
1005m,archaeogeodesy.org,,-14.867129,-66.269251,archaeogeodesy_peru.csv,
1005m,archaeogeodesy.org,,-8.870265,-67.025051,archaeogeodesy_peru.csv,
1006m,archaeogeodesy.org,,-14.854540,-65.566902,archaeogeodesy_peru.csv,
1006m,archaeogeodesy.org,,-15.088170,-64.731747,archaeogeodesy_peru.csv,
1006m,archaeogeodesy.org,,-14.813505,-64.367482,archaeogeodesy_peru.csv,
1007m,archaeogeodesy.org,,-15.180800,-65.476371,archaeogeodesy_peru.csv,
1008m,archaeogeodesy.org,,-15.163335,-65.811014,archaeogeodesy_peru.csv,
1008m,archaeogeodesy.org,,-14.464563,-66.525295,archaeogeodesy_peru.csv,
1008m,archaeogeodesy.org,,-9.615258,-67.368896,archaeogeodesy_peru.csv,
1009m,archaeogeodesy.org,,-14.213588,-65.420186,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-15.069666,-63.974826,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-14.135705,-64.423570,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-15.024514,-64.391600,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-15.090565,-65.810279,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-10.263803,-67.063292,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-9.175484,-67.203426,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-9.095186,-67.249133,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-10.875189,-69.388933,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-10.341651,-67.791359,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-11.278109,-69.029233,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-9.921658,-67.165555,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-9.128334,-67.281492,archaeogeodesy_peru.csv,
100m,archaeogeodesy.org,,-9.173503,-67.485642,archaeogeodesy_peru.csv,
1010m,archaeogeodesy.org,,-14.992095,-64.599920,archaeogeodesy_peru.csv,
1010m,archaeogeodesy.org,,-14.909922,-65.909364,archaeogeodesy_peru.csv,
1010m,archaeogeodesy.org,,-15.553686,-65.685156,archaeogeodesy_peru.csv,
1011m,archaeogeodesy.org,,-14.862519,-65.977859,archaeogeodesy_peru.csv,
1012m,archaeogeodesy.org,,-14.974272,-66.079751,archaeogeodesy_peru.csv,
1012m,archaeogeodesy.org,,-15.567394,-65.572758,archaeogeodesy_peru.csv,
1013m,archaeogeodesy.org,,-14.736076,-65.505789,archaeogeodesy_peru.csv,
1014m,archaeogeodesy.org,,-9.464175,-59.408143,archaeogeodesy_peru.csv,
1015m,archaeogeodesy.org,,-14.886433,-64.416189,archaeogeodesy_peru.csv,
1015m,archaeogeodesy.org,,-14.807262,-66.054236,archaeogeodesy_peru.csv,
1016m,archaeogeodesy.org,,-15.132458,-64.889927,archaeogeodesy_peru.csv,
1016m,archaeogeodesy.org,,-15.099973,-64.417499,archaeogeodesy_peru.csv,
1016m,archaeogeodesy.org,,-14.975599,-64.437615,archaeogeodesy_peru.csv,
1016m,archaeogeodesy.org,,-14.918027,-66.438741,archaeogeodesy_peru.csv,
1016m,archaeogeodesy.org,,-15.140387,-65.896400,archaeogeodesy_peru.csv,
1017m,archaeogeodesy.org,,-15.617164,-63.783861,archaeogeodesy_peru.csv,
1017m,archaeogeodesy.org,,-14.963815,-64.328632,archaeogeodesy_peru.csv,
1019m,archaeogeodesy.org,,-13.982320,-62.981458,archaeogeodesy_peru.csv,
1019m,archaeogeodesy.org,,-14.560557,-64.708162,archaeogeodesy_peru.csv,
1019m,archaeogeodesy.org,,-14.473013,-66.278198,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-14.755424,-65.486400,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-14.856170,-65.933934,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-15.395607,-65.819490,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-14.364789,-66.255084,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-15.667184,-65.787302,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-15.280575,-65.393451,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-9.364807,-59.240255,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-11.758021,-62.790612,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-11.460803,-67.591023,archaeogeodesy_peru.csv,
101m,archaeogeodesy.org,,-9.226823,-67.612742,archaeogeodesy_peru.csv,
1020m,archaeogeodesy.org,,-13.802718,-63.249058,archaeogeodesy_peru.csv,
1020m,archaeogeodesy.org,,-15.541494,-65.596127,archaeogeodesy_peru.csv,
1021m,archaeogeodesy.org,,-14.724111,-65.479988,archaeogeodesy_peru.csv,
1022m,archaeogeodesy.org,,-14.932683,-64.474390,archaeogeodesy_peru.csv,
1022m,archaeogeodesy.org,,-15.127220,-65.810159,archaeogeodesy_peru.csv,
1023m,archaeogeodesy.org,,-14.407603,-65.357502,archaeogeodesy_peru.csv,
1023m,archaeogeodesy.org,,-15.516702,-65.672888,archaeogeodesy_peru.csv,
1024m,archaeogeodesy.org,,-14.955425,-65.898333,archaeogeodesy_peru.csv,
1024m,archaeogeodesy.org,,-9.615355,-67.369754,archaeogeodesy_peru.csv,
1025m,archaeogeodesy.org,,-13.887804,-63.310153,archaeogeodesy_peru.csv,
1026m,archaeogeodesy.org,,-15.468434,-63.884396,archaeogeodesy_peru.csv,
1027m,archaeogeodesy.org,,-14.780631,-65.251575,archaeogeodesy_peru.csv,
1027m,archaeogeodesy.org,,-14.540248,-65.626569,archaeogeodesy_peru.csv,
1027m,archaeogeodesy.org,,-14.708634,-64.714375,archaeogeodesy_peru.csv,
1028m,archaeogeodesy.org,,-14.836057,-65.572584,archaeogeodesy_peru.csv,
1029m,archaeogeodesy.org,,-14.825229,-65.683564,archaeogeodesy_peru.csv,
1029m,archaeogeodesy.org,,-15.569645,-64.254531,archaeogeodesy_peru.csv,
1029m,archaeogeodesy.org,,-15.744271,-65.684498,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-15.613047,-63.786189,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-15.136291,-64.392782,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-15.455066,-66.092174,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-15.532603,-65.794774,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-13.263147,-63.707838,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-10.099015,-66.907450,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-9.661933,-67.129418,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-10.714910,-69.320536,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-9.903601,-67.349097,archaeogeodesy_peru.csv,
102m,archaeogeodesy.org,,-10.185667,-67.420209,archaeogeodesy_peru.csv,
1030m,archaeogeodesy.org,,-14.853081,-65.644775,archaeogeodesy_peru.csv,
1030m,archaeogeodesy.org,,-14.733554,-64.550426,archaeogeodesy_peru.csv,
1030m,archaeogeodesy.org,,-15.148389,-65.953621,archaeogeodesy_peru.csv,
1030m,archaeogeodesy.org,,-9.783658,-67.267594,archaeogeodesy_peru.csv,
1032m,archaeogeodesy.org,,-15.116419,-66.106930,archaeogeodesy_peru.csv,
1032m,archaeogeodesy.org,,-15.155891,-65.909942,archaeogeodesy_peru.csv,
1033m,archaeogeodesy.org,,-14.849864,-64.602261,archaeogeodesy_peru.csv,
1033m,archaeogeodesy.org,,-14.911845,-65.932847,archaeogeodesy_peru.csv,
1033m,archaeogeodesy.org,,-15.079226,-65.818593,archaeogeodesy_peru.csv,
1033m,archaeogeodesy.org,,-15.121812,-65.784537,archaeogeodesy_peru.csv,
1034m,archaeogeodesy.org,,-14.850026,-65.659967,archaeogeodesy_peru.csv,
1035m,archaeogeodesy.org,,-14.949667,-65.438827,archaeogeodesy_peru.csv,
1036m,archaeogeodesy.org,,-15.721165,-65.669750,archaeogeodesy_peru.csv,
1037m,archaeogeodesy.org,,-14.951047,-65.464505,archaeogeodesy_peru.csv,
1038m,archaeogeodesy.org,,-15.573421,-63.719204,archaeogeodesy_peru.csv,
1038m,archaeogeodesy.org,,-15.063239,-65.911480,archaeogeodesy_peru.csv,
1038m,archaeogeodesy.org,,-15.252142,-65.375720,archaeogeodesy_peru.csv,
1039m,archaeogeodesy.org,,-14.575290,-65.649805,archaeogeodesy_peru.csv,
1039m,archaeogeodesy.org,,-13.894000,-63.019184,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-14.956382,-65.502666,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-14.836112,-65.862387,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-15.007992,-66.093599,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-10.596439,-67.818526,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-9.685118,-66.405550,archaeogeodesy_peru.csv,
103m,archaeogeodesy.org,,-10.229569,-67.568818,archaeogeodesy_peru.csv,
1040m,archaeogeodesy.org,,-15.075054,-65.861979,archaeogeodesy_peru.csv,
1041m,archaeogeodesy.org,,-14.515257,-65.592793,archaeogeodesy_peru.csv,
1041m,archaeogeodesy.org,,-14.175481,-65.399945,archaeogeodesy_peru.csv,
1041m,archaeogeodesy.org,,-15.209922,-64.650120,archaeogeodesy_peru.csv,
1042m,archaeogeodesy.org,,-15.023695,-65.847841,archaeogeodesy_peru.csv,
1042m,archaeogeodesy.org,,-15.490612,-65.705269,archaeogeodesy_peru.csv,
1043m,archaeogeodesy.org,,-14.463430,-65.562507,archaeogeodesy_peru.csv,
1044m,archaeogeodesy.org,,-14.784767,-65.271325,archaeogeodesy_peru.csv,
1044m,archaeogeodesy.org,,-15.239665,-63.856192,archaeogeodesy_peru.csv,
1044m,archaeogeodesy.org,,-15.126178,-64.204515,archaeogeodesy_peru.csv,
1044m,archaeogeodesy.org,,-15.123844,-65.819558,archaeogeodesy_peru.csv,
1045m,archaeogeodesy.org,,-14.751693,-65.548381,archaeogeodesy_peru.csv,
1046m,archaeogeodesy.org,,-15.333966,-65.791636,archaeogeodesy_peru.csv,
1047m,archaeogeodesy.org,,-14.455384,-65.517196,archaeogeodesy_peru.csv,
1047m,archaeogeodesy.org,,-14.923535,-64.168846,archaeogeodesy_peru.csv,
1047m,archaeogeodesy.org,,-15.475546,-65.693351,archaeogeodesy_peru.csv,
1049m,archaeogeodesy.org,,-13.369455,-63.575684,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-14.823204,-65.650059,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-15.176403,-63.904807,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-15.124794,-66.058667,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-15.096006,-65.757325,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-15.166465,-65.218753,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-10.295357,-67.650608,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-10.236646,-67.379457,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-9.865284,-67.356931,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-9.757025,-67.162414,archaeogeodesy_peru.csv,
104m,archaeogeodesy.org,,-9.343901,-65.547941,archaeogeodesy_peru.csv,
1050m,archaeogeodesy.org,,-14.848417,-65.673770,archaeogeodesy_peru.csv,
1050m,archaeogeodesy.org,,-14.800791,-64.620537,archaeogeodesy_peru.csv,
1050m,archaeogeodesy.org,,-9.743262,-67.710972,archaeogeodesy_peru.csv,
1050m,archaeogeodesy.org,,-9.730317,-67.132821,archaeogeodesy_peru.csv,
1051m,archaeogeodesy.org,,-15.164230,-63.957298,archaeogeodesy_peru.csv,
1051m,archaeogeodesy.org,,-14.868711,-64.360101,archaeogeodesy_peru.csv,
1051m,archaeogeodesy.org,,-14.953457,-64.197356,archaeogeodesy_peru.csv,
1053m,archaeogeodesy.org,,-14.684333,-64.606533,archaeogeodesy_peru.csv,
1054m,archaeogeodesy.org,,-15.248514,-63.857412,archaeogeodesy_peru.csv,
1054m,archaeogeodesy.org,,-14.520412,-65.267045,archaeogeodesy_peru.csv,
1054m,archaeogeodesy.org,,-14.701029,-64.396746,archaeogeodesy_peru.csv,
1055m,archaeogeodesy.org,,-13.432070,-63.440747,archaeogeodesy_peru.csv,
1055m,archaeogeodesy.org,,-14.687040,-64.399670,archaeogeodesy_peru.csv,
1055m,archaeogeodesy.org,,-14.752401,-64.852963,archaeogeodesy_peru.csv,
1055m,archaeogeodesy.org,,-14.959340,-66.491637,archaeogeodesy_peru.csv,
1055m,archaeogeodesy.org,,-13.602776,-65.130226,archaeogeodesy_peru.csv,
1056m,archaeogeodesy.org,,-15.162330,-64.482748,archaeogeodesy_peru.csv,
1056m,archaeogeodesy.org,,-15.262232,-64.352356,archaeogeodesy_peru.csv,
1057m,archaeogeodesy.org,,-15.254311,-64.361589,archaeogeodesy_peru.csv,
1057m,archaeogeodesy.org,,-14.888123,-64.530538,archaeogeodesy_peru.csv,
1058m,archaeogeodesy.org,,-14.242200,-65.441703,archaeogeodesy_peru.csv,
1058m,archaeogeodesy.org,,-14.784468,-65.633130,archaeogeodesy_peru.csv,
1058m,archaeogeodesy.org,,-15.153826,-64.365410,archaeogeodesy_peru.csv,
1058m,archaeogeodesy.org,,-15.327579,-65.083895,archaeogeodesy_peru.csv,
1059m,archaeogeodesy.org,,-14.567181,-66.565346,archaeogeodesy_peru.csv,
1059m,archaeogeodesy.org,,-10.102395,-67.574348,archaeogeodesy_peru.csv,
1059m,archaeogeodesy.org,,-9.346732,-67.785356,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-14.723004,-65.382831,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-15.233052,-63.875121,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-14.953973,-64.252643,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-14.504982,-64.247025,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-14.807921,-64.407209,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-15.059741,-65.783281,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-15.334776,-65.810168,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-14.422005,-66.576078,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-15.139097,-65.251803,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-15.169537,-65.217771,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-9.473030,-59.381128,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-9.093463,-67.247103,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-10.304640,-67.233730,archaeogeodesy_peru.csv,
105m,archaeogeodesy.org,,-10.624666,-67.582712,archaeogeodesy_peru.csv,
1060m,archaeogeodesy.org,,-14.778722,-65.529189,archaeogeodesy_peru.csv,
1060m,archaeogeodesy.org,,-14.055487,-64.897817,archaeogeodesy_peru.csv,
1061m,archaeogeodesy.org,,-14.843720,-64.324664,archaeogeodesy_peru.csv,
1062m,archaeogeodesy.org,,-15.529451,-65.683834,archaeogeodesy_peru.csv,
1063m,archaeogeodesy.org,,-16.704376,-62.903474,archaeogeodesy_peru.csv,
1063m,archaeogeodesy.org,,-15.029575,-64.410954,archaeogeodesy_peru.csv,
1068m,archaeogeodesy.org,,-13.545035,-63.452249,archaeogeodesy_peru.csv,
1069m,archaeogeodesy.org,,-15.409953,-64.453637,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.235364,-63.874964,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-14.802850,-64.414874,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.036005,-65.764732,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-14.256416,-65.958944,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.607730,-65.762746,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.512388,-65.736524,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.209053,-65.438272,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-15.209627,-65.129540,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-10.237036,-67.380203,archaeogeodesy_peru.csv,
106m,archaeogeodesy.org,,-9.131562,-67.448579,archaeogeodesy_peru.csv,
1070m,archaeogeodesy.org,,-14.840190,-64.820992,archaeogeodesy_peru.csv,
1071m,archaeogeodesy.org,,-15.018210,-64.476747,archaeogeodesy_peru.csv,
1071m,archaeogeodesy.org,,-15.414492,-65.671169,archaeogeodesy_peru.csv,
1072m,archaeogeodesy.org,,-15.087892,-65.790262,archaeogeodesy_peru.csv,
1072m 140.32°,archaeogeodesy.org,,-14.905285,-66.289897,archaeogeodesy_peru.csv,
1075m,archaeogeodesy.org,,-15.044946,-63.912959,archaeogeodesy_peru.csv,
1075m,archaeogeodesy.org,,-15.029387,-64.258682,archaeogeodesy_peru.csv,
1076m,archaeogeodesy.org,,-14.719990,-65.395194,archaeogeodesy_peru.csv,
1076m,archaeogeodesy.org,,-14.784065,-64.804242,archaeogeodesy_peru.csv,
1076m,archaeogeodesy.org,,-14.873321,-66.332149,archaeogeodesy_peru.csv,
1077m,archaeogeodesy.org,,-14.930847,-65.690789,archaeogeodesy_peru.csv,
1077m,archaeogeodesy.org,,-9.182438,-67.201054,archaeogeodesy_peru.csv,
1077m @ 95.46°,archaeogeodesy.org,,-14.694536,-66.784388,archaeogeodesy_peru.csv,
1079m,archaeogeodesy.org,,-14.873071,-66.377505,archaeogeodesy_peru.csv,
1079m,archaeogeodesy.org,,-15.214503,-65.123311,archaeogeodesy_peru.csv,
1079m,archaeogeodesy.org,,-10.084880,-67.602531,archaeogeodesy_peru.csv,
1079m,archaeogeodesy.org,,-14.478330,-75.234734,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-15.233594,-65.422123,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-10.307533,-67.727673,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-10.166811,-67.389016,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-9.596145,-67.750360,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-9.899783,-67.424425,archaeogeodesy_peru.csv,
107m,archaeogeodesy.org,,-9.511203,-65.642426,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-14.825920,-65.206576,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-14.703865,-65.732333,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-14.764209,-65.562900,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-13.885662,-63.309511,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-15.065894,-64.292762,archaeogeodesy_peru.csv,
1080m,archaeogeodesy.org,,-14.994643,-66.038848,archaeogeodesy_peru.csv,
1081m,archaeogeodesy.org,,-14.719671,-64.531099,archaeogeodesy_peru.csv,
1082m,archaeogeodesy.org,,-14.869632,-65.283795,archaeogeodesy_peru.csv,
1082m,archaeogeodesy.org,,-14.872652,-64.384487,archaeogeodesy_peru.csv,
1084m,archaeogeodesy.org,,-15.489483,-65.130323,archaeogeodesy_peru.csv,
1085m,archaeogeodesy.org,,-14.868605,-65.572868,archaeogeodesy_peru.csv,
1085m,archaeogeodesy.org,,-15.706082,-65.744781,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-14.492006,-65.219826,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-14.822981,-64.591882,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-15.094572,-64.654765,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-14.834036,-64.468359,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-15.197512,-65.144279,archaeogeodesy_peru.csv,
1086m,archaeogeodesy.org,,-10.079256,-67.318089,archaeogeodesy_peru.csv,
1088m,archaeogeodesy.org,,-15.107290,-66.231065,archaeogeodesy_peru.csv,
1089m,archaeogeodesy.org,,-14.618351,-64.671386,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-15.736455,-65.842989,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-15.512152,-65.735303,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-9.712711,-67.515024,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-9.157061,-67.223135,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-9.793071,-66.818927,archaeogeodesy_peru.csv,
108m,archaeogeodesy.org,,-9.823066,-67.745346,archaeogeodesy_peru.csv,
1091m,archaeogeodesy.org,,-14.929736,-65.354601,archaeogeodesy_peru.csv,
1091m,archaeogeodesy.org,,-10.191451,-67.535689,archaeogeodesy_peru.csv,
1093m,archaeogeodesy.org,,-14.821079,-65.398356,archaeogeodesy_peru.csv,
1093m,archaeogeodesy.org,,-15.182760,-64.299552,archaeogeodesy_peru.csv,
1094m,archaeogeodesy.org,,-14.584168,-65.655408,archaeogeodesy_peru.csv,
1095m,archaeogeodesy.org,,-15.032031,-64.232416,archaeogeodesy_peru.csv,
1096m,archaeogeodesy.org,,-14.800034,-66.184687,archaeogeodesy_peru.csv,
1097m,archaeogeodesy.org,,-13.707063,-63.217935,archaeogeodesy_peru.csv,
1098m,archaeogeodesy.org,,-15.258675,-65.950871,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-15.642458,-63.742108,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-15.110338,-64.188189,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-14.848817,-66.067752,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-15.475420,-65.781330,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-9.808531,-67.098672,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-12.455267,-64.176900,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-11.946551,-63.452895,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-9.945287,-67.418200,archaeogeodesy_peru.csv,
109m,archaeogeodesy.org,,-10.054285,-67.503670,archaeogeodesy_peru.csv,
1100m,archaeogeodesy.org,,-14.423162,-65.468440,archaeogeodesy_peru.csv,
1100m,archaeogeodesy.org,,-14.756495,-65.502405,archaeogeodesy_peru.csv,
1100m,archaeogeodesy.org,,-15.175201,-65.786390,archaeogeodesy_peru.csv,
1100m,archaeogeodesy.org,,-10.777912,-68.449681,archaeogeodesy_peru.csv,
1101m,archaeogeodesy.org,,-15.465375,-63.887494,archaeogeodesy_peru.csv,
1101m,archaeogeodesy.org,,-14.799661,-66.184549,archaeogeodesy_peru.csv,
1102m,archaeogeodesy.org,,-15.273818,-65.782996,archaeogeodesy_peru.csv,
1102m,archaeogeodesy.org,,-15.752835,-65.764691,archaeogeodesy_peru.csv,
1102m,archaeogeodesy.org,,-10.143263,-67.854436,archaeogeodesy_peru.csv,
1103m,archaeogeodesy.org,,-15.236789,-65.712279,archaeogeodesy_peru.csv,
1104m,archaeogeodesy.org,,-14.593945,-64.544058,archaeogeodesy_peru.csv,
1104m,archaeogeodesy.org,,-14.973882,-64.483598,archaeogeodesy_peru.csv,
1105m,archaeogeodesy.org,,-14.481879,-64.207524,archaeogeodesy_peru.csv,
1106m,archaeogeodesy.org,,-10.382234,-67.626363,archaeogeodesy_peru.csv,
1108m,archaeogeodesy.org,,-15.230213,-63.867119,archaeogeodesy_peru.csv,
1108m,archaeogeodesy.org,,-15.364143,-64.320352,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-14.387454,-65.500493,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-14.796626,-66.078085,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-14.901796,-65.903195,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-15.421427,-65.769889,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-15.516590,-65.705698,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-9.309636,-66.506490,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-9.894909,-67.177624,archaeogeodesy_peru.csv,
110m,archaeogeodesy.org,,-10.618599,-67.630022,archaeogeodesy_peru.csv,
1110m,archaeogeodesy.org,,-14.793433,-65.386150,archaeogeodesy_peru.csv,
1110m,archaeogeodesy.org,,-14.153912,-64.689776,archaeogeodesy_peru.csv,
1110m,archaeogeodesy.org,,-14.806275,-64.639020,archaeogeodesy_peru.csv,
1110m,archaeogeodesy.org,,-14.603430,-64.459992,archaeogeodesy_peru.csv,
1110m,archaeogeodesy.org,,-15.160526,-65.854435,archaeogeodesy_peru.csv,
1111m,archaeogeodesy.org,,-10.077365,-66.863715,archaeogeodesy_peru.csv,
1115m,archaeogeodesy.org,,-14.960668,-64.254835,archaeogeodesy_peru.csv,
1116m,archaeogeodesy.org,,-14.470200,-65.561099,archaeogeodesy_peru.csv,
1116m,archaeogeodesy.org,,-14.744946,-66.220590,archaeogeodesy_peru.csv,
1116m,archaeogeodesy.org,,-15.085529,-65.936447,archaeogeodesy_peru.csv,
1117m,archaeogeodesy.org,,-14.860504,-65.268506,archaeogeodesy_peru.csv,
1117m,archaeogeodesy.org,,-15.043609,-64.143084,archaeogeodesy_peru.csv,
1117m,archaeogeodesy.org,,-14.826982,-64.423316,archaeogeodesy_peru.csv,
1117m,archaeogeodesy.org,,-15.213458,-66.141367,archaeogeodesy_peru.csv,
1118m,archaeogeodesy.org,,-14.787356,-64.561295,archaeogeodesy_peru.csv,
1119m,archaeogeodesy.org,,-14.868502,-64.354080,archaeogeodesy_peru.csv,
1119m,archaeogeodesy.org,,-15.739675,-65.534967,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-14.751272,-65.547948,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-15.239348,-63.875142,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-15.008003,-66.095448,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-9.945916,-67.394869,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-9.736481,-67.244799,archaeogeodesy_peru.csv,
111m,archaeogeodesy.org,,-10.285356,-67.632164,archaeogeodesy_peru.csv,
